age,monthly_income,debt_ratio,payment_history,accounts,tenure,delinquency,approval
63,1625,0.18626718231289385,0,3,12,1,0
51,6906,0.40330988799291145,1,3,8,0,0
45,8983,0.470799414935808,1,4,5,0,0
22,5063,0.8953615428525851,1,1,5,1,0
22,9644,0.5599404390366763,0,1,4,1,0
68,9142,0.292180999418017,0,2,9,0,0
38,1753,0.7426342828675209,0,3,12,0,0
29,7851,0.5058319371390709,1,3,10,1,0
67,6104,0.16213194527517016,0,2,4,1,0
21,8343,0.5768197875912522,1,4,3,1,0
66,7926,0.9113945368072839,1,1,9,1,0
59,7827,0.8426226174758201,1,3,7,1,0
37,9359,0.5868099726353311,1,2,9,1,0
55,4685,0.37708317388498813,1,1,4,0,1
42,9277,0.08697875106421116,0,2,3,0,0
31,2982,0.4696489233316238,0,2,10,1,0
28,5944,0.7520794375295792,0,4,8,0,0
49,8892,0.3602737197330106,1,1,4,0,1
28,9191,0.2354468255516644,0,3,10,0,0
35,9633,0.9313797192709534,1,1,3,0,0
44,9462,0.8215557004579924,1,4,12,0,0
35,1343,0.6382756194201447,1,3,4,0,0
40,4081,0.13678334392051938,0,1,2,0,0
28,7637,0.14490884040617302,0,4,12,0,0
38,3291,0.10321959145577897,0,3,11,1,0
61,2532,0.6162966668927432,0,3,4,1,0
22,5362,0.115562796473336,1,2,7,1,0
40,2653,0.842627198862633,1,2,13,1,0
58,5988,0.9929650018193221,1,4,3,0,0
42,7344,0.36634818470866526,1,3,1,1,0
58,9430,0.45366984696709745,1,1,10,1,0
27,2438,0.7116671769856787,0,3,8,0,0
39,4016,0.9371530063257658,0,4,6,1,0
36,9166,0.8940937735563851,1,1,14,1,0
18,7389,0.057591828749848584,1,3,3,0,1
24,6977,0.16907180255676502,1,1,8,1,0
21,4079,0.7545971985577923,1,2,6,1,0
18,7295,0.6888931080324473,1,1,1,0,0
32,3258,0.13321859404012326,0,2,9,0,0
57,9558,0.5020645820015677,1,1,11,1,0
29,3991,0.7808146310852956,0,2,9,1,0
39,4741,0.21878068226269365,0,4,9,1,0
39,1085,0.8712876357346663,1,1,14,0,0
67,3493,0.05297177482036797,1,3,13,1,0
64,7447,0.7821950850680739,0,4,12,1,0
34,9323,0.6158188997898703,0,4,6,1,0
46,8588,0.3151993466543491,0,1,6,1,0
63,1903,0.7209325483419113,1,4,13,0,0
31,6083,0.7823657951511597,0,2,4,0,0
67,7190,0.9338989713039693,1,2,8,1,0
37,3804,0.3677746721542636,0,1,9,1,0
67,2226,0.6860167359799549,1,4,12,0,0
65,2284,0.6026162769346909,1,3,7,0,0
50,1689,0.5252060694570885,0,1,7,0,0
60,6143,0.8904164741550379,1,1,13,0,0
32,5782,0.0031673141384003234,1,4,2,1,0
29,5881,0.28211160610359765,0,2,2,0,0
57,5507,0.5382772395448301,1,4,12,0,0
37,2996,0.17829326163655235,0,3,10,1,0
47,5381,0.9078665337327583,0,3,11,1,0
55,8680,0.6475951176130154,0,3,2,1,0
20,1429,0.4778829946319899,1,3,4,1,0
45,6700,0.8147017590666545,1,1,9,1,0
43,4781,0.4508861914651038,0,3,5,1,0
47,9794,0.5586530119300095,1,3,2,1,0
30,9631,0.0027509955539209985,0,3,4,0,0
30,6468,0.36570053019507354,0,4,7,0,0
19,5507,0.13879047235096975,0,2,5,1,0
54,1527,0.689688680662291,1,2,11,0,0
66,3996,0.4790269589757338,1,2,8,0,0
55,4467,0.3017575572502308,1,3,1,1,0
19,2361,0.4678323393717424,0,4,14,0,0
53,7817,0.20962988795134618,0,1,13,0,0
43,1703,0.9250866324861405,1,4,14,0,0
28,1662,0.053972632550913,1,1,5,0,1
25,9556,0.8654170352961204,0,4,4,1,0
61,7256,0.5113587887333509,0,2,3,0,0
57,9367,0.6189464961388172,0,2,7,0,0
60,6297,0.3026056209087038,0,3,10,1,0
39,9573,0.9666976167943213,1,2,11,0,0
37,6378,0.2818509585194898,1,2,1,1,0
25,1305,0.5888779971403043,0,2,6,0,0
46,6497,0.9934167051071289,0,4,8,0,0
57,5697,0.8810943963834458,1,2,2,1,0
43,3390,0.5363298252861061,0,1,6,1,0
47,8222,0.9903745229672121,0,3,11,1,0
34,8933,0.7013698617326146,1,4,1,0,0
37,2465,0.20870041614180934,1,1,13,1,0
69,8852,0.4055962104358064,1,4,13,1,0
33,1402,0.334493334011551,0,2,6,0,0
63,7940,0.34401370827118916,0,4,6,1,0
60,3670,0.7604564393598663,1,4,5,0,0
24,9095,0.5842629272727936,1,3,7,0,0
33,9368,0.03809271158952854,0,4,14,1,0
62,5544,0.877448483650976,0,4,5,1,0
64,9934,0.29679614048016456,0,3,14,0,0
65,6660,0.9970748769131437,1,4,8,1,0
44,7074,0.9541907303347857,1,4,2,0,0
40,3348,0.9405307166819652,0,1,6,1,0
41,7850,0.8111276040639737,1,1,5,1,0
26,5402,0.22061333168354258,1,4,10,0,1
52,1750,0.532632744028782,1,4,2,0,0
68,5062,0.2243026268249746,0,2,11,1,0
37,8434,0.2596754555889492,0,1,13,0,0
54,9405,0.6109517694362774,1,2,7,1,0
59,2617,0.04083354535306338,0,4,4,1,0
34,3530,0.9694585668207076,1,2,6,0,0
64,4333,0.9186731725779644,1,2,5,0,0
48,8234,0.38076757215771984,0,3,4,0,0
25,6768,0.5154224480069131,1,3,13,1,0
32,8707,0.466119419267759,1,4,2,1,0
48,1511,0.8821997786174698,1,1,13,0,0
47,6082,0.688601876316111,1,4,13,0,0
63,7860,0.27811124742435644,1,1,7,1,0
37,1252,0.4468412544652969,1,3,5,1,0
56,5133,0.42896597568676376,0,1,13,0,0
29,9820,0.9593351682839186,1,2,3,0,0
66,4476,0.17531091051463965,0,2,6,1,0
34,2725,0.08957633729442904,0,3,8,1,0
59,3093,0.8806188321616902,0,4,11,0,0
47,2701,0.8966859895058709,0,1,10,1,0
46,9496,0.8717390879121647,0,4,10,1,0
36,6834,0.5109769156255564,1,1,12,1,0
63,5340,0.6597444282694604,1,3,2,0,0
28,3807,0.5633630475609839,0,2,11,1,0
51,7301,0.06944782605440092,1,2,10,0,1
67,8572,0.5958348969007224,0,1,12,1,0
24,2024,0.013614147256100884,1,4,4,1,0
61,3975,0.32498740955708616,0,3,3,0,0
51,9698,0.932292575873167,0,3,7,0,0
37,5856,0.3040452696358076,0,4,10,1,0
67,7724,0.9398266426442479,1,2,8,0,0
55,3567,0.25013395714924425,1,4,8,0,1
41,5587,0.31456224046153247,0,2,14,0,0
27,5922,0.6284074964385535,0,1,4,1,0
49,6046,0.7616269727892948,1,3,10,0,0
69,3894,0.501387768004884,1,1,2,1,0
32,8203,0.8821156871941555,0,4,6,0,0
54,8478,0.04024042161061925,0,4,3,0,0
37,6274,0.9221948386343706,0,1,8,1,0
20,4613,0.19630779989540803,1,4,3,1,0
54,1038,0.8842387450846559,0,4,2,0,0
57,4084,0.4008631794863805,1,4,13,1,0
25,7265,0.8327570558710377,1,3,13,1,0
57,7598,0.6716655498036951,0,3,9,0,0
61,3415,0.1759416324782621,1,2,9,0,1
40,1758,0.9180475698814484,0,3,9,1,0
57,5342,0.24551739048845966,0,1,3,0,0
28,8066,0.24414011869499908,1,1,2,1,0
63,4116,0.8141788966373805,0,3,14,1,0
25,1764,0.10587325557252103,1,1,14,1,0
46,5029,0.22203590637046033,1,4,4,0,1
47,7445,0.5036775734210623,0,3,2,1,0
27,8443,0.8304770286866243,1,2,8,0,0
56,2317,0.1474839747372675,1,2,10,1,0
45,1700,0.5476682345123464,0,3,1,1,0
66,8527,0.7112405918029395,1,1,2,1,0
53,5383,0.8605952247159513,0,3,6,0,0
30,2593,0.9355655602022196,0,3,9,0,0
49,5145,0.7846399144689324,1,2,10,1,0
53,7707,0.6528283982220019,1,4,12,1,0
54,7997,0.43362008531276586,0,4,5,0,0
43,8026,0.11211015418841963,1,3,5,1,0
39,3612,0.7097371925255213,0,2,3,0,0
21,8399,0.9927373044754869,1,2,8,1,0
48,2908,0.7367605947320999,0,3,12,1,0
35,7954,0.01671109373772628,0,3,6,0,0
55,2790,0.49625997804183875,1,3,10,0,0
41,9168,0.6146466324829039,1,4,12,0,0
40,3928,0.689674201102843,1,3,2,1,0
39,8681,0.7197258356007086,0,2,12,1,0
19,6251,0.558108441216524,0,3,12,0,0
48,5127,0.22336033273424027,1,2,5,1,0
28,5963,0.9422006614765467,1,2,4,1,0
45,6311,0.6966664676636619,0,1,11,1,0
63,9792,0.23684003686940946,1,2,10,0,1
49,3025,0.3223218322702729,1,1,9,0,1
22,8815,0.9219276706303697,0,3,4,1,0
55,1987,0.8874851867073358,1,1,8,1,0
27,6310,0.4051464383580896,0,4,1,1,0
57,2965,0.03830722199145098,0,4,5,0,0
63,8316,0.048497368893938186,1,4,9,0,1
41,1868,0.28391829091838905,1,3,3,0,1
52,3063,0.6291222193389995,1,2,11,0,0
61,2129,0.5841946353345618,0,4,13,0,0
65,5378,0.6338277869439427,0,1,6,1,0
40,6154,0.7172829719321067,0,3,11,1,0
34,7256,0.019032253592738413,1,3,10,0,1
18,7451,0.10508559517244287,0,1,6,0,0
48,2934,0.35948345182721264,0,1,11,0,0
48,2076,0.15485999752158175,0,3,6,0,0
59,6200,0.07532004254455416,1,3,4,1,0
59,2639,0.6409643959973319,0,2,7,1,0
51,7385,0.815336477491099,1,3,3,1,0
26,9222,0.7526266574342825,1,1,6,1,0
39,8996,0.8170397786091792,0,3,10,0,0
30,1703,0.6658565440578772,0,3,5,0,0
42,6480,0.7353453218142022,0,1,3,0,0
65,9424,0.2717787742083013,1,2,2,1,0
35,8777,0.9930080362841643,1,3,12,1,0
68,6362,0.1831656544938871,1,4,1,1,0
29,1950,0.2144938743893825,1,4,8,1,0
57,9250,0.28892183181584685,0,1,1,1,0
34,3818,0.9753324301065789,0,1,5,0,0
32,4600,0.9882885893539061,1,1,5,1,0
59,9493,0.7948937497064975,1,4,1,1,0
32,8845,0.6290575985596337,1,1,9,1,0
32,3944,0.5200625751846134,1,4,5,0,0
56,7255,0.9706208456868457,1,2,9,1,0
30,8580,0.6956228028582475,1,1,11,1,0
34,9508,0.9447301283260302,1,3,6,0,0
49,6264,0.3165507994776239,1,2,7,0,1
26,8518,0.33377479226956563,0,4,7,0,0
57,9122,0.8547245941184356,0,1,2,1,0
37,2178,0.14985492058529437,1,3,14,1,0
43,4855,0.9459278612960758,0,4,5,1,0
44,9523,0.5074743546634075,0,2,2,1,0
38,7037,0.9264138785836977,0,3,4,0,0
35,1527,0.3367927887258131,1,2,12,0,1
30,3059,0.715958904139397,1,1,3,0,0
33,1211,0.48287512197268967,1,3,12,0,0
26,2714,0.626803630245473,0,1,13,1,0
29,3688,0.5043724931391522,1,4,11,0,0
61,4266,0.9671156173713614,0,4,6,1,0
55,6149,0.6921053978139172,1,2,11,1,0
36,2332,0.2513189686263154,1,1,5,0,1
24,7820,0.9096769219050845,0,1,1,1,0
52,6891,0.29402973815510436,1,3,2,1,0
65,5686,0.3716050993008563,0,4,13,1,0
35,5091,0.10212369802021337,1,1,7,0,1
33,1443,0.8999665197961908,1,1,9,1,0
56,1926,0.286112023227863,1,1,1,1,0
21,7246,0.25891761793138235,0,4,4,1,0
42,1622,0.9202625979949539,1,4,14,0,0
49,4037,0.8055268624050334,0,4,11,1,0
57,1233,0.1410789215193744,0,2,3,1,0
30,3691,0.7693245039036807,0,4,12,1,0
62,8402,0.9130330980537907,1,4,12,0,0
34,1386,0.07851121821074392,1,4,11,0,1
66,2634,0.8252149949045731,1,3,13,0,0
54,9110,0.547420051873056,1,3,5,1,0
23,5133,0.6691974493788007,1,1,5,1,0
36,6581,0.4928543389049369,0,3,13,1,0
30,2967,0.6978030849052786,0,2,12,1,0
43,6568,0.034097861666753215,0,2,10,1,0
31,8284,0.7627067232232837,0,1,10,0,0
48,9432,0.03334369785895841,0,1,11,0,0
21,6145,0.45529984774734344,0,2,2,1,0
56,6767,0.15096499313029488,1,2,5,0,1
25,9753,0.8235742773513072,0,2,4,0,0
42,2999,0.3136609091756686,0,1,13,1,0
30,5901,0.4540935446043325,0,2,1,1,0
49,3779,0.4287507412983116,0,1,12,0,0
55,7192,0.7725019656847065,1,2,1,0,0
55,2677,0.4811443597959755,0,2,1,1,0
45,5177,0.7889583350103461,1,3,8,1,0
47,8211,0.07350827680267524,1,2,3,1,0
20,8873,0.1915939679029951,0,1,9,0,0
45,4841,0.5515342496463607,0,2,10,0,0
20,8098,0.947088324752695,1,4,2,1,0
62,7416,0.07475784672178032,0,3,9,1,0
51,5885,0.04308421615686431,0,2,11,1,0
33,1594,0.15655067492785568,0,2,9,1,0
39,3612,0.6411531288601565,1,4,4,1,0
49,7359,0.39899291667024717,0,4,4,0,0
55,2496,0.8255523794176862,1,4,4,0,0
25,4555,0.07193315148136581,1,4,12,1,0
25,5861,0.19641408681470107,1,4,1,1,0
23,5766,0.3000264054648957,0,4,5,1,0
31,4358,0.6267300866887853,1,2,13,0,0
49,1914,0.6851726903015473,0,1,6,1,0
52,2844,0.12420329396377383,1,2,4,0,1
27,2995,0.9438047089917395,0,2,8,0,0
20,8625,0.34104413519020915,0,2,14,1,0
29,1094,0.7131687630002831,1,3,14,1,0
66,9684,0.5242077189476988,1,1,3,1,0
48,4069,0.22275811354710662,1,1,11,1,0
46,1149,0.8462283231154111,0,3,9,1,0
22,2046,0.8182380281919299,0,1,13,0,0
69,3803,0.3960718539166901,0,3,7,0,0
42,6334,0.5886075856938554,1,2,8,1,0
58,9590,0.25782569593593974,0,1,7,1,0
48,5476,0.6898516287463015,0,2,9,1,0
38,8276,0.3090268126204314,0,4,2,1,0
37,1551,0.8440787343822349,1,2,4,1,0
56,9486,0.2173851042772743,1,1,2,0,1
39,2143,0.01480342281846414,0,2,8,0,0
21,1455,0.26850804196791844,1,2,2,0,1
30,9360,0.1910524864594867,1,3,8,0,1
62,2946,0.5082864397249243,1,1,6,1,0
59,7115,0.2037032916565763,1,2,7,1,0
67,8310,0.7631898707194947,1,3,11,1,0
66,7180,0.24137063800400393,1,1,13,0,1
37,6817,0.7069681799126557,1,4,6,0,0
69,6380,0.578470923013724,1,2,14,1,0
30,7374,0.9862498564718843,1,2,12,0,0
34,9445,0.9999009770092316,0,2,9,1,0
53,9070,0.86952608331733,0,2,4,1,0
50,2320,0.7599833692987511,1,2,1,1,0
18,8123,0.38645641400057373,1,4,9,1,0
32,7153,0.7532767271313036,1,4,13,0,0
30,7589,0.9566755370794907,1,1,10,1,0
34,4607,0.02337757539544416,0,1,8,1,0
41,1400,0.5379147001977388,1,3,1,1,0
25,7042,0.2179983043884346,0,3,13,1,0
67,1362,0.5578763158688504,0,3,10,1,0
44,4851,0.46644708975889115,0,4,6,0,0
62,4412,0.5757685815522844,0,1,14,1,0
40,1084,0.5509622214187242,0,1,10,1,0
63,2824,0.960107039168562,0,4,12,0,0
25,9499,0.5521861089347361,1,1,12,1,0
25,9822,0.8462320881248673,1,2,4,1,0
43,5775,0.3198202868008465,0,1,11,1,0
64,8868,0.4381006887910489,1,1,2,1,0
30,8619,0.4704134760448099,0,2,3,1,0
56,8418,0.2787280433353797,1,3,12,1,0
54,3371,0.37979026147795525,0,3,13,1,0
66,8068,0.5985130794667752,0,3,12,0,0
45,4300,0.5801877633045324,1,4,9,1,0
42,6821,0.6364353445734805,0,2,5,1,0
33,8803,0.35181791542014107,1,2,7,1,0
19,8464,0.3158314951530571,0,4,13,0,0
35,1726,0.6116178827541631,1,2,2,1,0
34,8121,0.13286174842752496,1,1,8,1,0
47,5312,0.25303154353213997,1,3,3,1,0
56,9000,0.04212773695299521,1,2,1,0,1
30,5543,0.07261085259608013,1,2,13,1,0
49,9014,0.24338327926060888,0,3,8,0,0
67,1318,0.019529280296919027,0,4,11,0,0
46,4475,0.24541059208746152,1,3,11,1,0
63,6153,0.654976323062026,0,4,9,1,0
47,5134,0.06110707846893304,0,4,8,0,0
35,2602,0.436736677794641,1,1,1,1,0
30,3256,0.9131087869195494,1,3,12,0,0
60,8319,0.791284828925401,0,2,7,1,0
38,8532,0.3054375022948572,1,4,7,0,1
47,8366,0.924805479191647,1,1,4,0,0
38,3648,0.32964649674772484,1,3,13,1,0
65,7903,0.07251549633756249,0,4,13,0,0
34,2858,0.9940559567681135,1,1,13,1,0
57,2102,0.8700225271891717,0,2,12,0,0
36,3481,0.46593278330109233,1,4,8,0,0
69,2820,0.6663765241924039,0,4,5,1,0
32,4158,0.6712280778566702,1,2,13,0,0
26,4684,0.19448223073046034,1,2,12,0,1
69,8411,0.2000486331536323,1,2,4,1,0
27,4651,0.4695807033518258,0,4,13,0,0
61,8707,0.911573140137698,0,1,5,0,0
48,9461,0.00999377485857078,0,1,11,0,0
40,9107,0.7825056359493593,0,2,2,0,0
69,7881,0.05752678371465414,1,1,4,0,1
47,7220,0.47822211488311783,1,2,10,1,0
50,5830,0.6378728330734764,0,2,8,1,0
69,5979,0.6867592670824648,0,3,7,1,0
26,8334,0.05847926361591138,0,1,12,0,0
64,4775,0.41860361738396823,0,4,8,1,0
18,1648,0.5838372605023247,0,3,14,0,0
61,1016,0.06604553730600693,0,2,7,1,0
52,9308,0.13509455659530978,1,3,7,1,0
28,7476,0.6636489895040385,0,2,11,0,0
51,6942,0.5216381965906517,0,2,7,1,0
33,2545,0.16182866126829054,0,2,2,0,0
26,3693,0.5352393369147335,1,1,3,0,0
49,8599,0.9126923734444158,0,2,1,0,0
32,5089,0.015587584775363927,1,2,2,0,1
29,7259,0.6426337734858546,1,1,10,1,0
50,6058,0.07365043460534193,0,1,6,0,0
62,4240,0.006449442964700847,1,2,2,0,1
31,5942,0.1506544886606338,0,1,1,0,0
25,4788,0.4229066318539193,1,4,8,0,0
25,7953,0.802343998981953,0,4,9,1,0
44,1371,0.28178549660455865,0,2,7,0,0
29,8020,0.6256732123887586,1,3,3,1,0
18,8120,0.41115663795530666,0,1,1,1,0
60,6702,0.23433179196600795,0,3,4,0,0
57,9347,0.5142471142828586,1,4,13,1,0
59,3661,0.7974644903726232,1,2,10,0,0
68,8180,0.8324923700561442,0,4,11,0,0
28,7651,0.8465195318772367,1,1,3,0,0
56,9656,0.3385578125549794,0,1,11,1,0
60,5878,0.793456064715753,1,2,3,0,0
48,5315,0.21217845510890787,1,1,2,1,0
34,7158,0.7384251012428833,1,1,11,0,0
50,9308,0.9483844262726167,0,1,10,0,0
49,7474,0.01374383469095719,0,3,3,0,0
46,2374,0.440363931178798,0,2,11,1,0
38,8393,0.6477709884140046,0,2,5,0,0
38,5403,0.701775770487553,0,2,4,1,0
57,4546,0.1760877582692022,1,1,1,0,1
40,4977,0.9721832752385928,0,1,1,1,0
23,4411,0.615265367970973,1,1,1,0,0
39,9988,0.16434060122826777,1,2,12,0,1
67,4892,0.02052251171251529,1,3,10,1,0
55,8324,0.7832641987897759,0,4,9,0,0
54,9342,0.07970473944545908,1,2,9,0,1
62,4249,0.14105092107023653,0,2,9,0,0
68,1111,0.5748300268556906,0,3,10,1,0
25,1682,0.6035055034496197,0,4,4,1,0
58,2161,0.6868871185923985,0,4,4,1,0
66,8400,0.39351401266362074,1,1,14,1,0
52,3379,0.7738986689668229,0,4,14,0,0
68,6426,0.9743585996158887,1,1,10,0,0
28,9352,0.271094943079883,1,2,7,1,0
41,2425,0.7030286165379459,0,3,13,0,0
66,4661,0.9284686523951569,1,2,3,1,0
38,9469,0.6862867626170427,1,4,10,0,0
68,8040,0.6811094986442595,1,2,3,1,0
19,5592,0.2237725690852066,0,3,4,1,0
57,8530,0.5351302003196929,1,3,11,1,0
36,4107,0.5625228436045802,0,1,6,0,0
56,1302,0.7001295624559528,0,2,1,1,0
45,5533,0.9968214498961826,0,3,11,1,0
34,3773,0.03364382254376208,0,3,14,0,0
23,8199,0.06523266126748684,1,3,3,0,1
36,5281,0.07795006943091876,1,3,12,0,1
55,5768,0.7429791344889568,1,4,5,1,0
45,2000,0.13635379511075751,0,2,11,0,0
19,2718,0.6224518744903452,1,2,4,1,0
55,8169,0.32466887789345844,0,2,8,0,0
54,8361,0.457319956210711,1,4,9,1,0
68,4830,0.2156631598174139,0,4,8,1,0
69,8154,0.8661065613045421,0,3,11,1,0
21,6020,0.5861503241630264,0,4,11,0,0
39,3882,0.9445632635822526,0,1,9,1,0
43,1998,0.5745962497043295,1,4,14,1,0
66,1284,0.12390803059694666,0,3,14,1,0
60,9612,0.17087043383847544,1,2,14,0,1
53,3160,0.9890739763678472,1,4,8,0,0
30,4065,0.7255651973308678,1,2,10,0,0
69,2494,0.04927875002908966,0,2,13,1,0
49,5623,0.7037810050346648,0,1,1,1,0
34,3543,0.41217304680961164,0,1,7,0,0
58,5800,0.3072083868231905,1,4,14,1,0
53,9913,0.15406079373053427,0,2,9,0,0
63,2401,0.8399039545565656,0,3,1,0,0
36,1445,0.0638413789891007,1,2,10,0,1
52,5522,0.2898354623796403,0,2,1,0,0
63,4767,0.3063828938257044,1,1,10,0,1
57,3551,0.16090528396350035,1,1,13,0,1
45,6646,0.5081848832868703,1,1,2,0,0
18,4888,0.011702626810892625,0,1,13,1,0
59,5816,0.3009755154104091,0,4,5,1,0
35,3731,0.933629444033064,1,4,13,0,0
65,8699,0.3105295693420057,1,2,12,1,0
57,3629,0.3604593871067516,0,4,8,0,0
50,8687,0.4731650482340716,0,3,13,1,0
29,2057,0.5616933748514747,1,2,8,0,0
25,7834,0.808708644820744,1,2,10,1,0
41,9949,0.19032122315601763,1,3,4,0,1
33,2795,0.8717463771925572,0,2,7,1,0
67,5849,0.7575493571438894,1,3,7,0,0
21,9215,0.7226503346615553,0,1,9,0,0
55,5150,0.08680457371463524,1,1,9,1,0
61,7947,0.02164068997458468,0,1,3,0,0
44,7470,0.594012700908084,1,3,13,0,0
26,8179,0.8631339625231612,0,4,11,0,0
64,4712,0.5844414641406359,0,4,8,1,0
33,6458,0.21323486544553083,0,2,5,1,0
29,6315,0.09051989794921322,0,1,5,1,0
48,6381,0.699596452817735,0,1,8,1,0
41,4174,0.7217702773178095,0,2,6,1,0
31,7387,0.17253170068710866,1,1,10,0,1
62,9973,0.028190315496536278,1,1,10,0,1
42,7767,0.408283513223197,1,3,1,1,0
51,1566,0.5827187021330221,0,2,4,1,0
20,5622,0.7060024095671912,0,3,9,1,0
41,5132,0.8099450091529028,1,1,5,0,0
59,9830,0.6105374273067323,0,1,14,0,0
26,7995,0.11088060859848503,0,2,4,1,0
43,5167,0.6825816721424148,1,1,11,1,0
37,3670,0.984176642894882,1,4,13,1,0
57,9296,0.9055845845974039,1,3,10,0,0
27,2682,0.8716689092695127,1,3,1,1,0
36,9490,0.30217015335834085,1,4,9,1,0
20,1770,0.7507881764540006,1,2,8,0,0
41,4854,0.8511034459651455,1,2,3,1,0
22,4118,0.6783262046312631,0,1,9,1,0
20,3132,0.2505617565679805,0,2,1,1,0
44,8225,0.9538339718749583,0,4,4,0,0
33,1990,0.4508194114586759,0,2,5,0,0
66,1710,0.1298055586658794,1,1,4,0,1
32,5304,0.109777895057392,0,4,4,0,0
52,6367,0.6475189872990458,0,1,9,1,0
29,1038,0.43770964641673915,0,3,5,0,0
58,2275,0.09448387517896362,0,3,1,0,0
61,8069,0.7403645721560946,1,2,14,0,0
43,5857,0.7993251672586197,0,4,7,0,0
64,2436,0.7254156307864513,1,4,6,1,0
51,3099,0.2022608776840129,1,4,9,0,1
40,9565,0.6897754559960694,0,1,4,0,0
48,8693,0.010722802894385097,1,4,14,0,1
67,5251,0.3051121396784092,0,2,10,0,0
37,5025,0.39882153140754373,1,3,6,0,1
29,7212,0.8352469488855016,1,2,10,1,0
40,4234,0.3903943730694043,1,3,7,0,1
21,8662,0.011269446189398291,0,3,4,0,0
40,8550,0.3523464118280094,0,2,12,1,0
65,4123,0.4989240983592872,0,3,9,0,0
65,1653,0.9490047866727734,0,3,13,1,0
18,5158,0.9410343037895448,1,1,14,1,0
42,9700,0.18087403822141157,0,2,1,1,0
19,6543,0.18514654173945155,1,2,1,1,0
47,3197,0.1633814564645505,1,2,3,1,0
20,4911,0.7889219324141032,1,3,9,1,0
38,6235,0.006022040368406367,1,4,5,0,1
42,5799,0.12717719819187734,1,4,1,1,0
37,9707,0.537959631644099,1,3,12,0,0
66,6360,0.24756206688676552,1,4,5,1,0
69,9221,0.09235645823926208,1,4,6,0,1
39,1325,0.3598780123338343,1,3,4,1,0
38,4766,0.2742076050602448,1,2,7,0,1
50,5111,0.5111043065142845,1,1,11,1,0
69,9302,0.9792335938301958,0,2,3,0,0
55,8015,0.12430463681491843,1,2,5,0,1
32,7856,0.3727267048340943,0,2,6,0,0
63,1106,0.9319850178724747,0,1,7,1,0
69,3426,0.8768730434938226,1,2,10,0,0
32,5378,0.3942710347842806,1,4,2,1,0
63,5364,0.6989532645197365,1,1,5,0,0
42,3531,0.08785701358134557,1,4,13,1,0
38,7810,0.7125410555436151,0,1,7,1,0
41,6316,0.9728577294847415,0,4,7,0,0
22,6362,0.5374881528341916,1,2,12,0,0
23,5693,0.49849022703441426,0,2,3,1,0
66,9990,0.18731861970191033,1,2,8,1,0
60,6268,0.6337881989072919,1,4,13,1,0
65,3011,0.5904372807789149,1,4,1,0,0
61,1425,0.6519330594757505,0,3,4,0,0
64,4044,0.026083286684721818,0,4,3,0,0
40,7229,0.5487234883490736,0,1,4,0,0
21,2239,0.594934843497373,1,2,11,0,0
44,7566,0.20753013541280219,0,1,9,0,0
35,4391,0.20833285748853603,1,3,11,0,1
38,5213,0.2762181685109498,1,3,12,1,0
45,4997,0.7117215917272376,0,4,8,1,0
52,4006,0.6062660635323717,1,2,11,0,0
39,8025,0.8457626461178046,1,1,4,0,0
57,4039,0.2956585718430982,1,3,13,0,1
40,7558,0.9120680598883183,1,3,8,1,0
20,9790,0.7437061619833584,0,1,1,1,0
57,2184,0.39501167001369697,1,3,12,0,1
67,3584,0.09526206562545592,1,1,8,1,0
27,9102,0.2569836624874825,1,2,10,0,1
42,8116,0.9567682172148503,0,4,2,1,0
69,5383,0.31036337588407936,1,1,6,0,1
66,4936,0.32990096014906445,1,2,6,1,0
25,2699,0.18958893109771702,0,1,3,0,0
28,5507,0.8068506011387654,1,3,13,1,0
22,1135,0.27564423024227735,0,2,5,1,0
62,3025,0.33025824836885564,1,1,2,0,1
54,4535,0.4143481084316266,0,2,11,0,0
62,5854,0.4337282797746097,1,1,8,0,0
55,6367,0.4113407904150217,0,1,8,1,0
46,3890,0.5037436953747286,0,2,13,0,0
22,3757,0.8145128796164033,1,2,5,0,0
26,4773,0.819285040742022,1,2,7,0,0
65,9572,0.7983131337633469,0,3,8,0,0
19,7652,0.10112483911648751,1,4,11,1,0
18,2528,0.7996788032748141,1,1,4,0,0
57,5571,0.12025177348657679,0,1,2,0,0
68,6049,0.12472377005225799,0,2,14,1,0
47,1848,0.9478627716349608,1,1,5,0,0
28,5127,0.8193978447055413,1,4,7,0,0
45,8351,0.5524104668680087,1,4,12,0,0
61,6866,0.8749702044778621,1,1,4,0,0
29,6869,0.9893646425518628,0,1,4,0,0
56,3121,0.6106420666317776,0,2,4,0,0
43,5681,0.612898436981518,0,4,9,0,0
30,1472,0.754427029159928,0,1,9,1,0
25,2787,0.23213895236533277,1,4,14,1,0
45,1113,0.16712486151879935,0,1,11,0,0
47,7473,0.7595807500150725,0,3,10,0,0
26,9530,0.3449047949941023,1,4,8,1,0
56,3285,0.135070356305934,1,3,11,0,1
48,2196,0.31487772591774976,0,2,8,1,0
38,1078,0.3586368678745754,1,4,7,1,0
64,5559,0.9652276595056907,0,1,1,0,0
51,7017,0.6979597110879232,1,1,8,1,0
48,3652,0.5308563173997339,1,3,11,1,0
69,5318,0.9688731386826049,0,4,11,0,0
42,6385,0.9031397404741807,1,4,4,0,0
29,8054,0.5120008566141597,0,4,13,0,0
18,1827,0.9056796353769807,0,2,1,0,0
