Edad,Genero,Nivel_Educativo,Ingresos_Mensuales
31,0,1,-4620.093537301553
31,1,3,4149.682862383335
54,1,1,16601.372315115757
22,0,2,-153.23602363497776
39,0,2,9271.524462884185
45,1,2,9168.889190793258
62,0,2,272.44809800996427
21,0,3,6344.023762779308
55,1,3,9874.950335346257
46,1,2,15150.169509506832
54,1,2,5381.735930842709
52,0,2,13139.2916218274
37,0,3,3384.2274607675718
52,0,3,10579.591038981107
52,0,1,13136.436171484907
37,1,2,-1237.136864674907
19,0,1,3807.1546517098036
35,0,2,12271.746134046412
47,0,1,7654.236276097063
59,1,3,10624.199601200251
46,0,3,8739.147377935551
56,1,3,17167.981540504545
39,1,2,3001.995715296933
46,0,2,-10250.084898488458
63,1,3,6186.831836628078
27,0,3,-988.0997756572406
37,1,3,7228.836175717801
33,1,3,9978.630924954286
23,1,1,2684.635816219407
34,0,2,4775.513463338973
23,1,3,-767.5829684858818
39,0,1,8314.571056837496
35,1,3,4616.984745559322
49,1,3,12634.921216262432
45,0,2,12943.093797326157
59,1,1,7608.855299944333
27,0,2,16780.18475084337
58,0,3,582.2683253428349
39,1,1,2112.302392043949
45,0,1,8257.708022743642
32,1,2,3966.1413471798164
60,1,1,3147.613890362954
46,0,3,3759.4582588872267
24,1,2,11145.210502666288
51,1,2,8024.953750793483
49,1,1,-250.5359407014148
19,0,1,-34.760160086797896
43,0,3,-4613.671310522615
62,0,2,2935.5413269629134
28,1,1,-2844.6459802657155
42,1,1,1652.3039234344355
36,0,2,4218.574776721283
37,1,2,2365.275783261101
50,0,2,7627.763329205782
34,1,2,6670.528322923992
47,0,1,3063.4473859429336
35,1,2,9947.28942272577
49,1,2,11738.945807687382
57,1,3,7745.817114532314
62,0,1,15511.091012765173
21,1,2,8451.059526716635
49,1,1,5925.087077298653
36,0,2,1955.9160141563725
20,0,3,7508.384525313786
55,0,2,3259.2942383028703
45,1,2,-3.2616217389813755
55,1,3,13611.236026795112
23,0,3,627.2250935412567
57,1,2,11096.75626859317
34,0,2,4701.117117659596
59,0,1,9115.59389275092
22,1,2,4283.3532065743275
36,1,3,10233.078616268336
60,0,2,3711.5365018241164
59,0,3,11235.818771518996
52,0,1,6069.158657351165
39,1,1,3300.714662247542
41,1,3,5092.58869293627
27,0,1,6116.3819413857655
19,1,1,11239.562383596345
45,1,1,-4211.430491879986
58,0,2,12188.36825329046
54,0,2,1414.711144634036
34,0,1,9453.044547620502
23,1,2,12100.258657975235
60,1,1,12603.16906216082
22,1,3,9785.689670304415
56,0,2,6201.233644276979
24,1,2,8979.039729077695
49,0,2,923.8012593776784
21,1,3,6245.9524847598595
38,1,1,-3121.8570295201953
59,1,3,14335.822590699405
49,0,2,14600.131924060528
35,1,2,9371.574269098091
50,0,3,5768.049243968368
31,0,2,7647.323415047413
23,0,3,5099.485008909118
28,0,1,12349.03627205336
63,0,1,5119.3841817486245
37,1,1,5868.547913504961
46,0,1,7681.741919205557
52,0,3,10315.447829652496
33,0,2,12071.780988979928
65,0,2,12855.852841991042
24,0,2,6187.7773537089915
57,0,2,2676.281648676065
53,0,3,5052.191061060112
61,1,3,-1440.6687040738252
61,0,3,11040.060460875018
48,0,2,6043.69936248991
59,1,1,3052.0640652623024
61,0,1,9250.076028329353
60,0,1,4578.259446760151
60,1,1,6088.592755405002
64,0,2,9433.981220927686
23,0,3,3720.4200037358346
46,0,2,7878.351136426233
44,1,3,3753.268427091856
60,0,3,6472.203569213494
19,1,3,1607.0302035597451
39,0,1,7870.780382677485
26,0,1,1175.6628634167641
28,1,1,6800.351154223004
33,1,3,7674.628574708473
62,0,3,4641.452776601246
30,1,3,11894.740306438618
35,1,1,2366.9900927727504
42,1,1,3691.8501047066384
50,1,3,14683.511559814908
27,1,2,4703.7465937662
47,0,3,21044.253312763496
18,1,1,7303.7203805158815
50,0,1,12072.269961325268
32,0,2,3226.084872349009
46,1,1,12298.954717502205
19,0,3,6892.848380026873
28,1,3,4083.4693932251375
51,1,3,6294.249505111071
58,1,1,6976.981063087054
36,0,1,5059.2968976248585
19,0,1,10609.967158805088
65,0,3,11577.585903125426
37,0,3,14102.627727433326
58,0,3,12120.581013361063
48,0,1,7720.4466079679005
21,1,3,11402.553172398733
46,0,2,3443.1459590879213
47,1,1,211.94747011059553
30,1,3,2490.339582892101
32,0,2,11634.99385064168
37,0,2,-804.3686706871704
51,0,1,3067.188230559431
45,1,2,6767.99608015304
37,1,2,3233.21480954356
42,1,3,4586.540120598305
44,1,1,5561.950333127274
47,1,2,12437.585683728477
58,0,1,11000.90347508252
37,1,1,-1600.317544320037
18,1,1,2742.0169122835287
52,0,1,8707.796445704775
60,0,1,9937.627072671112
41,0,2,12404.282270185184
42,0,1,-2002.9069072952834
57,1,1,12251.153806617694
29,0,3,2383.021485979735
28,0,1,4331.309711631325
47,0,2,9231.214031040898
30,1,1,-233.10928972405327
64,0,3,15844.015913285522
42,0,1,6495.5491897967
42,0,2,9706.38472695148
34,0,3,2908.933270824237
29,0,2,8806.25730043042
28,0,3,13593.352729099359
27,0,1,1548.4265790293157
34,1,2,5059.0451226448695
62,1,1,7245.6218706311865
33,0,1,10297.768118329157
37,0,1,10322.719101278624
22,1,1,2186.2836850575227
58,1,3,2392.3514270537344
49,1,3,4886.508029825377
44,1,1,-4371.842898979117
21,0,2,16180.216797336789
58,1,2,11602.137163696107
65,0,2,6610.672712074445
24,0,2,2297.6688459799816
63,0,3,13227.29059275575
31,1,3,8489.066333388444
56,1,1,-484.91425559738855
41,0,2,3142.1635485039565
65,0,1,9125.989465589211
35,1,3,4752.947806944229
55,0,2,2431.1513542801367
56,0,2,7901.009621320265
57,0,2,332.27232199768423
18,0,3,9820.554173118675
34,1,1,3971.9216304865126
43,1,3,8653.041483925188
39,0,2,2503.5960011121488
56,1,1,10812.88905666613
35,1,1,7608.508167966697
55,0,2,3357.8754704448293
45,1,1,3166.2182089883513
38,0,3,7672.439181132224
55,1,1,-2539.654591224129
50,0,3,1418.4303083613013
47,0,2,9864.641205033831
59,1,1,-437.73087238478274
25,0,1,6073.530965545944
47,0,1,7626.332407113591
56,0,2,3759.2831097817057
26,1,2,10310.413803121453
50,1,2,2038.4757212016339
60,0,3,4572.6634466611895
46,1,1,9635.877330891042
48,0,3,13102.144996572897
20,0,1,-6811.338503467734
55,0,2,18484.062511923876
28,1,2,6797.158255223729
22,1,2,6813.382550138278
48,1,2,12947.153087551735
37,1,3,-2223.7226491227193
21,1,3,7848.7656069333425
25,0,3,4794.1560141927985
59,0,1,11093.357879009207
52,0,3,14194.38533240132
30,0,1,8244.589285850921
22,0,3,10023.39516619415
57,0,1,-706.5782918439372
36,0,3,3390.6318735712434
35,1,1,8717.61368566102
50,1,2,902.400345025273
21,0,2,9890.811059581865
35,0,2,7127.528069640149
63,0,2,13889.991336942516
41,1,3,8816.956136251942
60,1,3,11697.172838531642
46,0,3,4936.549049068679
48,0,2,4201.085314447968
45,1,3,16434.145415373132
26,0,3,4660.996981080456
62,0,2,12104.041138496834
43,0,3,13044.1403628269
64,0,3,8070.50261271588
19,1,2,8516.346298676937
23,0,1,5373.752364886477
46,1,3,4746.343167901956
43,1,1,4443.055220899748
45,1,3,1284.4919702266534
24,1,1,-731.4412112964892
51,0,2,8795.29463462233
62,1,1,7977.896991444644
27,0,1,429.0942980553482
65,0,3,3327.4306321981758
58,1,2,11290.160658070903
57,0,2,-3457.4426816786236
64,0,1,6870.090419279993
39,0,2,2435.3730064168726
44,1,3,4578.831100327098
56,1,2,-4354.59097501036
39,0,2,12979.44195955717
36,1,1,4812.27904719868
53,0,3,3511.276604240853
26,0,2,6197.686532397889
36,1,1,7969.630078669166
19,0,2,5325.829490975503
45,0,2,13466.833559925431
56,0,2,14717.267971578889
39,1,3,2425.8918844912832
23,1,3,4774.526295621094
64,1,1,5668.946724598263
24,1,2,3691.322786937916
23,1,2,-3181.8711785559954
50,1,2,6861.749672173162
31,1,1,413.13100448949444
18,0,1,5110.864514815103
42,0,2,3326.211375158604
23,1,3,333.33505119946403
45,0,2,5740.144011957811
35,1,1,5037.40785609605
44,0,2,-1530.534141836567
19,0,2,-593.100404614841
57,1,1,8992.502477456585
38,0,2,13419.322048409538
40,0,1,9072.057469870348
19,0,1,-439.1497089152722
33,0,2,-143.93835425213547
21,0,1,374.3558728638486
51,0,2,3050.0359907795764
22,0,1,3013.9691973243666
51,0,1,13383.551593779015
39,0,3,3967.598378271134
63,1,2,2543.1355245152245
37,1,1,1208.7404810204407
56,0,3,8390.178504615127
64,1,2,7390.74231065178
30,1,1,2365.3059842501007
61,1,2,2151.5965857004912
51,1,2,5825.101654954002
61,1,3,8869.387368011752
23,1,1,2527.9072286326536
46,1,3,15245.467856496074
50,1,1,2883.559204320972
18,0,2,6280.807268460474
64,1,3,8819.796369372421
65,0,2,14387.420594604613
24,1,3,9522.161866205837
39,0,2,302.6375213119527
49,1,1,-4390.090240548176
31,1,1,10137.713534138999
41,0,3,1904.1994884309424
36,1,3,6259.3738567559885
44,0,2,16382.215018192406
40,1,3,-3157.151596845193
62,1,1,7440.648120020271
38,0,3,8683.601431573408
61,0,2,-240.0406109519572
46,0,3,-3456.73337315505
18,1,3,2708.248228255904
48,0,3,9528.243828309402
44,0,1,14708.659962827833
61,1,1,-239.45042501693933
53,1,1,11901.937232267115
44,0,1,9243.316491935722
32,0,3,11021.988563728904
42,0,2,4313.786123201181
65,1,3,6114.835688664267
32,1,3,11690.611122119066
57,1,3,4286.1736815611785
36,0,2,2831.5174687644403
64,1,2,3027.6145775016266
28,0,1,1945.1348717007095
58,0,2,-2173.1684487159782
50,0,3,4107.342521898137
58,0,1,7335.897990830405
40,0,1,494.743973229155
29,1,2,1535.3676780434503
19,0,1,7084.026942332477
60,0,3,4951.264709956093
38,0,1,-782.7155172401317
31,1,2,12216.924066393138
51,1,1,13669.398021115489
32,1,3,11743.136908881974
38,0,3,10728.017840375356
40,0,1,12182.431058429185
38,1,1,5153.683674415138
31,0,3,5719.993738791898
38,1,3,2346.747540175267
29,0,2,9474.13152413803
59,0,2,6081.843657812169
63,0,3,11836.09687918765
64,1,2,321.2845358457689
22,1,1,17325.444726760274
19,0,3,-997.3467425348736
39,0,1,-3023.7761777657242
23,1,2,2726.2787825548976
61,1,2,4637.966586513237
19,0,2,7866.1529671987355
46,1,2,4758.511209737439
53,1,2,6784.416906076233
24,1,3,6131.664631251384
33,1,1,8641.811249155618
50,1,2,5679.270623960835
50,1,3,4058.404917292135
31,0,2,10222.543181381938
60,0,3,10179.20229626438
29,1,1,761.7922685035082
60,1,2,11751.66127295984
23,1,1,1966.5417252827158
29,1,2,2089.63132918653
48,0,1,115.81411695714542
29,0,3,6002.324982357704
27,0,2,8815.830164637839
57,1,3,9368.831078048086
44,1,3,9643.947694134777
24,0,2,9166.005994025205
63,0,2,8648.130342485489
53,1,2,7633.994889014058
50,1,1,7269.098616748668
44,0,3,12291.624779367963
25,0,2,1198.4933846207332
22,1,3,5025.735072064822
25,0,1,990.6434861072944
57,1,3,16231.971509062274
38,1,3,11984.931691912314
41,0,1,7449.3889568783125
24,0,1,-2357.6924836901844
36,0,3,2816.7850785168075
48,0,1,197.01740172105747
53,0,3,8199.67441925707
44,1,2,2428.0066379645814
46,1,3,12586.747880032424
40,1,2,11822.177267860287
37,0,3,11208.970063021996
23,1,1,-8079.1227937503045
29,0,2,1966.9018589153188
29,0,2,3654.1470851319746
20,0,1,4707.2398853020095
59,0,1,2596.996365368971
56,1,3,1158.7978075656383
52,0,2,18329.183770723714
36,0,3,3205.0497854068667
62,1,1,4640.303901686249
21,1,1,5790.031612670437
48,1,1,3381.870144843571
59,1,3,7895.257062728304
55,0,2,11559.385233775805
50,1,3,4475.618965340122
23,1,3,4901.757175431655
25,1,3,-1056.0626895445666
45,0,2,7227.31256963846
32,0,1,595.1056491335034
48,0,1,7080.489221738691
25,1,2,6191.847574877709
23,1,3,4196.4541206872045
46,0,1,10649.60175872888
63,0,3,15000.572885786914
51,1,1,8637.75878364497
24,0,1,-1938.1647603882911
57,1,1,16475.180947054716
27,1,1,4266.25613444849
30,1,3,9149.738901580624
39,1,1,-6373.338272002984
38,1,3,7794.813808454941
18,0,2,1718.7190181007568
58,1,3,3143.5142639158794
59,1,1,3585.460118968092
19,1,3,-4125.184379376582
46,0,2,2401.3631501252803
28,1,3,2851.2070741328016
54,1,2,8108.793916945814
24,1,2,9681.8528122063
52,1,3,15199.633089838768
47,1,1,13532.744280663223
33,1,2,6779.171814285807
32,1,3,14080.099645422055
57,0,1,7588.726941578882
37,1,3,12090.780933477072
45,1,2,2449.0799560573614
54,1,2,7488.978969606353
20,1,3,-427.00733848565415
46,0,2,-1078.6282302290283
54,1,1,5019.596120566217
26,0,1,9756.506695416043
44,1,2,8664.353781489765
49,0,2,-5785.186719525373
65,1,1,20881.948867631825
63,0,1,9626.70317182572
56,1,3,19845.032564584468
48,0,3,7708.542736342444
64,0,1,6824.8198607345785
43,0,2,8717.464390577881
57,1,2,13671.631113975718
20,0,2,-2739.712915207281
28,0,1,-3341.9397468301695
46,1,3,13911.038574943112
44,0,2,10823.402062280751
64,1,1,10812.954254169053
27,0,1,6706.209252228922
52,0,2,8677.198937814912
64,1,3,4329.626989486326
40,1,2,7561.34732565745
23,1,2,-145.38733404665345
28,1,3,12274.695919409032
60,1,2,1286.3049876513815
44,0,2,2236.0181560285228
48,0,3,14567.814826594751
47,1,3,12698.445932275095
20,1,2,-345.3275624105163
30,0,3,-2554.264025530847
57,1,1,8518.441617920551
38,0,2,2927.7247460287012
60,0,2,13026.757966689325
28,1,3,8746.053133239313
62,1,2,10445.180667336313
20,1,2,6899.513079549648
55,0,2,10064.651233170312
48,0,2,3908.109411411853
41,0,3,10754.653804250189
59,1,1,6688.541168659693
29,1,1,1625.1269930738845
63,0,1,694.0924707602353
60,1,3,7458.079240364116
44,0,3,10707.445006386564
38,1,1,6569.935059583408
42,0,1,5286.811962937192
47,0,3,13842.44456376096
47,1,1,11858.77019024275
27,1,1,1138.4885586401424
20,0,3,5697.646693664965
30,0,2,5724.41010883827
44,1,2,4638.999704751709
35,0,2,8583.26461437275
62,0,3,6966.175217389808
41,0,1,1647.2590898104481
63,0,3,9436.678522763543
31,1,2,3547.664676175091
56,0,2,8794.704834360946
61,1,1,14379.34405551325
21,1,2,6410.920309317288
33,0,3,1527.6714666753915
27,0,3,14724.100395131243
65,1,2,8026.125198262351
54,0,2,1301.2196829874556
44,0,2,3108.247562930338
65,0,1,2235.7446711175935
18,0,1,1271.21340929545
22,0,2,1280.7824236397769
30,0,1,6365.102298699485
62,1,2,422.1962011313917
20,1,2,10437.681846365442
34,1,2,-1768.9629496620337
36,0,2,3734.0620229764486
54,0,2,15176.783572852422
22,1,2,-952.2659513680101
64,0,1,12834.432499874563
59,1,2,10754.655469230143
61,0,3,2495.169820156274
41,1,2,15467.164384176083
60,1,1,8296.655571016243
50,0,3,-1619.6480538711712
38,0,2,1706.0912311246398
20,1,2,4405.15122879515
21,0,3,8877.926906655433
49,1,1,11323.261209658796
41,1,2,5660.459452939969
52,0,2,-5133.83279681465
35,1,1,4326.710392825949
20,1,2,5298.763734702136
56,0,2,4662.417536931063
43,0,1,8341.4217938928
41,0,3,6258.671470986079
18,1,1,5598.0210393799
51,0,2,12847.595755656272
29,1,1,4635.539722298895
34,1,3,-228.58096034527625
38,1,1,-1615.8888309410277
38,1,1,-246.5405818066247
20,1,3,7014.605130498287
61,0,1,12859.925238002263
45,1,3,9215.197316917576
42,0,2,1892.0657952087295
61,0,2,8421.556962953062
23,1,3,5345.37699270496
59,1,3,6363.560038890537
47,1,2,4765.406764257641
49,0,2,630.0602499924544
39,1,1,-3462.017010642001
55,0,1,14129.217351736155
31,1,1,-2669.5615031114576
51,0,3,8388.801703854237
60,0,3,8288.956864589336
64,1,2,6145.116878971264
43,1,2,4524.819842463834
57,1,2,118.95117559408573
30,0,2,5668.688171442283
47,1,1,6509.42265757037
36,1,3,10832.573630727009
59,1,2,12166.195147630802
58,0,2,16079.333472475919
56,0,2,-107.43659875506
20,0,1,6235.8212501809685
48,1,3,8621.745384134212
29,1,1,5788.327740476339
32,1,2,-1088.3593402667993
62,0,1,-2997.5099981290514
55,0,1,-4408.028476722682
57,0,1,9650.684284908144
31,0,1,5877.512714284994
52,1,2,-1564.583277841777
33,0,1,9626.7242394296
41,1,1,1662.47542799468
34,1,1,9631.053075473246
35,0,1,10246.363120076472
59,1,2,11835.644616694673
34,0,3,-5382.609062534937
33,1,2,2094.53652137197
38,0,3,4071.695930858621
41,0,2,5188.619752779852
51,0,3,9750.20355621101
53,1,1,-2036.6659136831277
60,0,2,15042.178836987872
44,0,2,21497.16350671404
56,0,1,7132.734618873966
34,1,2,-421.0308276336873
42,0,3,5142.581289686286
55,1,3,5597.6674661715515
59,1,3,6241.506519453593
38,0,2,587.4294225547055
21,0,3,3455.6315958920363
42,0,1,10660.226203698701
47,0,3,8179.790790610281
50,1,3,6156.119948621552
56,1,1,534.2000473469852
43,0,3,2307.7057898507765
42,1,2,9577.232603624148
33,0,2,3932.3060356392516
41,1,2,3234.3311039934856
22,0,3,7500.670631079614
59,0,1,12732.289899174953
56,0,1,13068.3515623334
30,1,2,-1653.0221655736113
47,0,1,-302.7825146058549
24,1,3,8635.658799576762
64,0,1,5197.672468025199
34,1,3,11788.05422446365
44,1,2,3536.9200331635943
52,0,2,2509.0632651296683
22,1,2,-8557.627778087064
59,0,2,15348.641029659571
22,0,2,1743.0307996162956
41,0,2,5248.06263455069
24,1,2,2768.0109609636984
24,1,1,1528.6318063492008
31,0,3,7354.675746046431
32,0,3,248.9411854235932
22,0,3,-680.6870879155231
54,1,3,12025.655747190007
21,0,1,443.13788710421295
47,0,2,9028.533305253339
37,0,2,6753.597894991474
43,0,2,-217.82301015416215
26,0,2,7561.042342410314
47,1,1,2900.529156522759
61,1,3,12203.291995510346
65,0,1,15934.987423985467
39,1,1,3858.29033503531
57,0,2,5858.7857819213705
58,1,2,1589.245569252971
61,1,3,-183.03901402636075
47,0,2,11996.171989624649
37,0,3,-4911.868946788572
45,1,3,16150.262887587693
24,0,2,1574.2966487375647
21,1,2,4522.447615708358
45,0,2,12901.907196302538
52,0,3,9744.577897474754
50,1,3,5048.025513487377
24,1,3,5489.593513945921
26,1,2,-5430.266352585364
51,1,3,10494.001085885777
56,0,3,5011.195949609946
59,1,1,3085.8242396011347
51,1,3,5617.994415955351
30,0,2,11631.653936972458
46,1,3,6698.526681395093
52,1,1,1028.841020482484
62,0,1,15095.27618474291
27,1,3,6568.179421454387
47,1,3,13103.64209375325
61,1,1,7647.523963805284
43,0,3,14526.200213054955
52,0,2,18899.681780383915
45,1,1,4013.8287896675283
46,0,3,10125.86485077723
23,0,1,7395.828475341988
20,1,3,3001.761095934918
46,1,1,6531.180076839931
19,0,1,7885.049478835277
39,1,2,9490.368471455133
63,1,3,6552.696007316246
64,1,1,3229.852551410312
44,0,1,3754.885478457679
39,1,2,8089.079031758451
27,0,3,11527.495613964322
36,1,2,9740.112660984925
41,0,3,17422.11241381293
44,0,2,13534.181241315848
53,0,1,10065.511241552515
60,1,2,8916.942181147113
34,0,3,5309.956905815634
27,1,1,1407.3472087530495
34,0,1,6703.579916204093
61,0,3,2118.9960676958362
27,1,1,-2407.0152911949635
27,0,3,11386.824728930962
55,1,2,7110.711545405307
34,0,3,16359.136503551463
43,0,2,14640.141900952964
43,1,1,7351.587627690298
51,1,3,4336.657273061359
21,0,1,4848.844067923072
44,1,2,2076.4510900000105
38,1,2,1764.0600656293682
53,0,1,6143.8678400524805
55,1,1,11636.968885618808
63,0,3,10220.780800263916
48,1,1,7384.543579733908
24,0,2,2957.7163163078962
61,1,3,7524.428686966562
51,0,1,2207.921474380873
35,1,3,-2913.6552371361577
41,1,2,2041.492981061354
30,0,2,4182.395621781394
30,1,1,4453.338687896715
42,0,2,4023.54726273665
22,1,3,10553.416706699612
56,1,3,8356.824942143394
46,0,1,8078.792743552081
61,1,1,14780.869016843157
63,0,2,5257.43972553063
50,1,3,10869.874265151646
41,1,1,2627.616171600757
27,0,2,13722.702277606479
42,1,3,489.5281916544536
58,1,3,4938.842519457674
27,0,3,9815.432296299034
56,1,1,561.4128275407747
33,1,1,2112.2305075870413
45,0,3,7041.962609274457
29,0,1,3517.475109952273
61,1,3,2915.6264079077864
49,0,3,11647.832210800394
46,0,2,7634.665671671214
62,0,1,636.428520228169
44,0,1,7454.496013929911
43,0,1,6271.323999261922
20,1,3,5933.1917178886915
43,1,1,-6186.541434975892
56,1,2,5161.313377982418
18,1,1,84.91083112222213
52,0,3,6377.255194572969
44,1,3,4137.541470033933
63,0,3,14031.482292669769
21,1,1,12589.86122616686
36,1,3,3603.2886431978745
39,1,1,-5244.822681626556
23,0,3,9241.451453927322
26,0,3,4866.275615605701
28,0,1,-9899.722536758452
39,1,2,2837.6353724898618
64,1,2,7881.918026831786
26,0,3,1563.1781936379634
46,0,1,13855.066638519114
60,1,1,13187.545585971991
27,0,2,5082.987985649018
51,0,2,6057.182233797373
48,1,1,10450.6243434498
39,1,3,3774.8881232406297
63,0,1,2371.3903803793946
21,0,3,596.6711899947759
19,0,1,641.902319217374
22,1,1,4349.9011731189175
63,0,1,9037.563726770559
32,1,3,8689.610270206045
36,0,3,8870.566536443685
55,0,1,17231.677362023453
32,1,3,6595.34707973039
63,1,2,12311.760323952243
25,1,1,-20.946653752835118
37,1,1,1862.4520514529354
29,0,2,8202.973591343012
21,0,3,6547.9457928838465
55,1,1,10823.492293106989
60,1,3,6142.017041249415
56,0,2,4808.884314956342
53,0,3,8419.532114203834
32,1,3,5106.0876588704805
18,1,3,7282.023534840446
48,0,1,9915.467951913124
26,0,1,-2213.4829594955227
40,0,2,7868.946917074957
43,1,3,15365.171597017441
57,1,1,8411.92475214773
61,1,1,9116.952824408223
56,0,3,-4219.411592726428
35,0,2,14301.689819322506
50,1,1,6105.057257963309
58,1,2,10425.219611470966
56,1,1,14570.72296335184
31,1,2,5815.592953411378
18,1,1,9524.662243946823
30,0,1,4068.494578575025
32,0,2,10829.889538689751
54,0,2,8777.387079679167
22,1,2,-5980.856631829478
31,1,1,18534.642133228357
31,0,2,9531.708786044763
63,1,1,3550.993606744632
22,1,3,10330.541549525278
28,0,3,-2883.469615440974
49,1,2,4546.328777809027
22,1,1,7707.501266772587
53,1,3,6517.3805581256065
32,0,3,6035.221301781054
24,0,3,5742.20163387607
22,1,2,525.811780908356
47,0,2,-5289.7631295138035
32,0,1,819.8697151081378
47,1,3,6864.029947993369
31,0,2,6812.818755760356
41,0,2,13425.792575633586
41,1,1,11192.640389593347
52,0,1,5539.558593554871
22,0,2,-711.2436481638551
29,1,1,3220.531817255002
37,1,3,12889.029472637787
63,1,3,-703.8624906916739
22,0,1,1014.3882555757891
53,1,2,9116.052891016845
38,1,3,8052.201516564983
65,1,1,8075.059017153003
56,0,3,7213.042526858359
20,0,2,3422.0749609813565
46,1,3,9005.499899729199
42,0,1,-2439.1427805685007
44,0,3,-2019.8972921516452
53,1,2,4011.139979371708
39,1,3,18078.06189977184
55,1,3,14307.679283811707
52,1,2,12536.313280703318
18,0,1,11043.430708755868
20,1,2,-2514.951040946191
41,0,2,7345.517435915702
25,0,2,7413.171052508
65,0,2,15781.84657465819
56,0,3,9387.294917237683
35,0,3,-777.7153819594878
58,1,1,8254.387217658432
20,0,3,8558.800369520017
35,1,2,2662.594262014924
33,0,2,-324.2869945806242
49,1,2,4766.010995398488
18,1,1,-3286.370402372965
43,1,1,7745.243244330027
65,1,2,12984.542441885014
29,0,1,7061.463647576902
55,1,2,4867.040092045084
38,1,2,1643.5079167871136
58,1,3,3898.361612203582
30,0,1,-239.04843967016677
29,0,3,-2945.5739984892516
30,1,1,-243.21366154292446
35,0,3,10264.24270313747
36,1,3,7844.107711519253
36,0,3,4376.242208637447
23,1,1,-3533.3583213975635
65,0,3,8128.368526328225
24,0,2,8567.726340953617
24,1,3,5941.793467629921
45,1,1,17886.207306187378
45,0,1,4871.741798389639
36,1,3,9094.759113237813
33,0,3,-3143.9006348941894
34,0,3,921.5446734831958
39,0,3,8034.075169172297
36,1,3,8940.791709232102
65,1,2,10470.791781555756
46,1,3,11803.819588659198
65,0,3,2288.403962931301
36,0,3,4116.567142984152
64,1,1,13527.968107069353
52,0,3,5723.389542016808
64,1,2,1124.0754252643947
42,0,2,11351.441637152297
65,0,3,4909.059177225926
37,0,2,13361.264852837128
54,0,3,-1452.0632422659892
36,0,1,5756.393390947366
59,0,2,14929.904721837389
30,0,2,1866.2213119378298
64,0,3,10837.916227857864
29,1,3,13651.128203474078
32,0,2,1618.4590691698422
21,1,1,5844.558675951264
32,1,2,4364.079798193496
34,1,3,12408.441651021072
44,1,3,3005.800581131629
28,1,1,-1881.3837054542155
40,1,3,3988.7751571323547
32,1,3,5270.495097113977
48,0,3,5761.420608752008
43,1,2,5557.030012431485
24,1,1,8816.801656157033
30,1,1,11017.675479446472
30,1,1,-1648.2757924814878
37,0,3,4343.155917941644
51,1,2,1171.206823182988
27,1,2,4919.292366676616
54,1,3,6003.741092585556
44,0,2,9756.403125285568
51,0,3,10523.841629523324
53,1,1,9525.211510018891
33,1,3,9188.866184775416
38,1,1,13234.099111961918
33,0,1,2338.0288134734337
34,0,3,10846.719553521318
32,1,2,3540.8638933018274
30,1,3,8896.429042927368
50,0,2,5419.552370603727
22,0,3,4792.449236871781
44,0,3,3583.3182718973867
18,1,3,8926.362878495403
61,1,3,10695.613404172296
47,1,3,12636.77209250905
40,1,2,10732.504612647634
32,1,3,4971.5861723162525
53,1,2,18596.615968727096
36,1,3,6931.024951141956
47,0,3,15939.021237943243
33,0,3,990.9636468930039
35,0,1,9587.74360263797
43,1,3,6311.219889840172
34,0,2,18615.078632042918
28,0,1,13.415480289584139
62,1,3,7991.47915819635
46,1,1,13114.360532235387
26,0,1,3213.779538806859
34,1,3,5698.854556666116
44,1,3,10794.999129622782
54,1,2,5794.9867616879565
39,0,1,7695.522863795753
25,0,1,42.505571550226705
20,1,1,5182.732657970731
55,0,1,2870.4626993663323
52,0,1,6609.307605477389
49,0,2,5451.889339970623
25,1,1,3652.606033930745
61,0,1,5523.41240792086
44,0,3,12295.341387700086
49,0,1,9314.53785654586
53,0,1,5360.303769657529
51,1,3,8429.425116896218
42,1,2,7832.640821784998
48,1,1,3427.716364500913
59,0,2,14944.608329034365
64,0,1,7179.659959410672
30,0,3,10875.799884688093
32,0,3,-5619.848011122207
30,0,3,-6252.4245095676415
50,0,1,15456.740275781034
48,1,3,9309.340193027732
42,1,1,8409.175274013214
65,0,2,14194.265351859156
57,1,1,8947.758529381392
40,0,3,9056.803278374162
55,0,1,14110.557098125879
20,0,2,1164.7466096814842
33,1,2,-11421.290704258045
19,0,3,1181.4627248871857
40,0,1,13970.607924022197
51,1,1,7727.060186849996
47,0,3,19078.573704290837
64,1,2,7468.567648731645
27,1,2,734.6547753653558
18,1,3,16479.74854017025
39,0,3,8833.619947706824
64,1,3,12378.666994948417
50,0,1,1420.847020770505
42,1,1,4744.639533601392
39,1,2,8938.259982044887
33,0,2,4501.1141210684655
47,0,2,2393.7467281082018
35,1,1,6959.124372280643
41,0,2,8759.006841434544
22,1,2,10196.362983546347
54,0,1,2738.0028224866664
40,0,1,4148.991573222484
59,0,3,14214.471582430437
44,1,2,6848.288496364013
29,0,2,2691.0647938195043
27,0,1,5059.299554504744
51,1,1,3847.494761898537
50,1,3,3058.020985247691
33,0,3,8145.62731233501
46,1,1,2796.3745273317822
35,0,2,10576.866161701279
44,1,3,5126.25406667776
24,1,1,3666.1698264305214
53,0,3,11167.539435291055
44,1,2,-7435.702255075901
27,1,2,726.7199527692292
27,0,2,-1191.8353310809061
