Estado;Antiguedad;Vivienda;Plazo;Edad;EstadoCivil;Registros;Trabajo;Gastos;Ingresos;Activos;Deuda;Cantidad;Precio
bueno;1;padres;48;22;soltero;no;fijo;35;210;0;0;1575;2082
bueno;12;propietario;60;27;casado;no;fijo;60;160;2500;270;1400;1461
bueno;2;propietario;60;27;casado;no;fijo;45;120;5000;400;1000;1140
bueno;7;otra;60;26;casado;si;fijo;45;211;0;0;1400;1531
malo;17;propietario;60;46;casado;si;fijo;75;80;3000;0;900;1286
bueno;1;otra;60;23;soltero;no;tiempo parcial;35;70;0;0;1050;1190
bueno;3;propietario;60;60;casado;si;otros;45;67;10000;0;1000;1683
bueno;7;padres;60;27;casado;no;freelance;45;71;0;0;1500;1800
bueno;13;alquila;60;36;casado;no;fijo;84;92;0;0;1200;1271
bueno;15;padres;24;46;casado;no;fijo;60;158;0;0;1000;1923
bueno;0;propietario;12;65;casado;no;otros;60;115;3500;0;200;431
malo;0;alquila;24;30;casado;no;tiempo parcial;83;80;0;0;500;650
bueno;5;alquila;60;37;casado;no;fijo;93;176;0;0;1800;2450
bueno;10;propietario;36;56;casado;si;freelance;90;321;26000;0;975;1576
bueno;7;propietario;36;24;casado;no;fijo;60;112;3500;0;1100;1460
bueno;2;padres;36;20;soltero;no;freelance;45;NA;0;0;1000;1310
malo;0;alquila;60;28;casado;no;fijo;53;75;0;0;1100;1168
bueno;10;propietario;24;50;casado;no;freelance;60;100;4000;0;700;1461
bueno;2;alquila;48;31;soltero;no;fijo;43;75;0;0;800;900
bueno;12;propietario;48;51;casado;no;fijo;60;80;10000;0;1600;1661
bueno;2;alquila;60;30;casado;no;fijo;92;170;0;0;1300;1525
bueno;20;otra;60;62;casado;no;otros;75;140;0;0;1300;1371
malo;0;propietario;60;38;casado;si;tiempo parcial;75;120;3500;0;1500;1702
bueno;12;propietario;60;50;casado;no;fijo;60;100;8000;0;1050;1657
bueno;15;propietario;48;44;casado;no;fijo;60;200;3500;200;800;1218
malo;0;alquila;60;41;casado;si;fijo;95;50;7000;4000;1600;1601
malo;20;privado;60;40;casado;no;fijo;75;83;3000;0;1300;1435
bueno;5;propietario;60;37;casado;si;freelance;75;75;12000;0;900;1014
bueno;18;otra;48;50;casado;no;freelance;75;62;5000;0;1700;2437
bueno;6;padres;60;24;separado;no;fijo;45;220;3000;0;1600;1700
bueno;5;propietario;36;46;casado;no;freelance;60;100;4000;0;1100;1897
bueno;11;alquila;24;26;soltero;no;fijo;59;137;2500;0;350;1158
bueno;1;alquila;48;27;soltero;no;fijo;45;97;0;0;850;1000
bueno;22;propietario;24;46;casado;no;fijo;60;100;10500;0;900;1635
bueno;2;privado;48;34;casado;no;fijo;90;170;6000;0;1280;1879
malo;6;propietario;36;42;casado;no;fijo;105;151;48000;0;1635;1635
malo;0;propietario;36;21;soltero;si;tiempo parcial;35;115;2000;0;700;900
bueno;15;otra;48;60;casado;no;fijo;60;153;0;0;450;1188
malo;0;otra;60;42;casado;si;fijo;165;NA;0;0;1300;1750
bueno;14;alquila;60;46;casado;no;freelance;67;67;0;0;1500;2250
malo;6;otra;24;23;soltero;si;fijo;35;135;0;0;250;250
bueno;5;alquila;48;29;casado;no;fijo;78;177;4000;0;700;960
malo;2;padres;48;28;separado;no;freelance;35;140;0;0;1000;1100
bueno;14;alquila;48;43;casado;no;fijo;54;85;2000;0;500;800
bueno;26;propietario;48;42;casado;no;fijo;60;95;6500;0;1180;1442
bueno;0;padres;36;32;soltero;no;fijo;35;119;3000;0;1000;1345
bueno;29;propietario;12;53;casado;no;fijo;45;145;27000;0;500;1230
bueno;4;alquila;48;28;soltero;no;fijo;45;100;0;0;750;954
bueno;4;propietario;24;55;casado;no;freelance;90;200;4500;0;800;1230
bueno;20;propietario;6;59;casado;no;freelance;60;NA;NA;0;500;1402
malo;8;propietario;60;40;casado;si;fijo;75;96;4000;1700;2050;2050
bueno;1;otra;60;20;soltero;no;fijo;35;85;0;0;850;1618
malo;20;propietario;60;44;casado;si;freelance;75;60;3000;0;1500;1912
malo;5;propietario;60;39;casado;si;freelance;90;152;6000;0;1250;1600
bueno;15;propietario;36;55;casado;no;freelance;75;70;14000;600;600;850
bueno;2;alquila;36;31;soltero;no;otros;35;NA;0;0;525;800
bueno;7;propietario;60;33;casado;no;freelance;75;138;4000;0;1400;2035
bueno;10;propietario;60;41;casado;no;fijo;75;187;2500;0;1150;1250
bueno;21;otra;60;45;viudo;no;fijo;45;110;0;0;650;1584
malo;2;alquila;18;38;casado;no;tiempo parcial;90;148;0;0;300;400
bueno;0;propietario;36;41;casado;no;fijo;75;89;5500;0;1000;1670
bueno;12;alquila;60;36;casado;no;fijo;56;106;0;0;1200;1823
malo;3;padres;48;26;casado;no;freelance;35;NA;3500;0;150;816
malo;11;propietario;48;34;casado;si;fijo;90;198;4500;0;1650;2165
malo;2;propietario;60;53;casado;no;otros;60;40;5000;0;850;884
bueno;22;propietario;12;45;casado;no;fijo;60;100;3000;0;400;1531
bueno;7;propietario;48;37;casado;no;fijo;75;145;6000;0;1250;1650
malo;2;propietario;60;29;casado;si;fijo;60;80;4000;0;1000;1248
bueno;20;propietario;48;45;casado;no;freelance;90;NA;30000;0;1100;2500
bueno;7;propietario;36;33;casado;no;fijo;45;208;4000;0;500;1288
malo;14;alquila;36;43;casado;si;fijo;96;212;0;0;600;750
bueno;7;propietario;18;40;casado;si;fijo;75;169;4000;400;400;1717
bueno;8;privado;48;22;casado;no;fijo;45;120;2500;1200;880;882
bueno;21;alquila;36;42;separado;si;fijo;53;180;0;0;850;950
malo;1;alquila;48;41;casado;no;tiempo parcial;89;136;0;0;1070;1378
bueno;1;propietario;12;28;casado;no;tiempo parcial;45;130;18000;2500;400;2575
bueno;14;propietario;60;35;casado;no;fijo;75;205;5000;0;1350;1442
bueno;2;otra;36;26;casado;no;fijo;35;148;4000;0;700;1300
bueno;3;padres;60;25;soltero;no;fijo;35;174;0;0;1000;1252
bueno;14;propietario;60;54;casado;no;fijo;60;90;5000;0;800;1517
bueno;3;privado;36;26;casado;no;freelance;60;68;5000;90;900;1501
malo;0;otra;36;22;soltero;no;fijo;35;NA;0;0;800;800
bueno;10;alquila;48;26;soltero;no;fijo;52;169;2000;0;1000;1242
malo;2;padres;60;34;soltero;si;tiempo parcial;35;103;0;0;1250;1293
bueno;3;alquila;48;32;casado;no;fijo;57;121;0;0;1200;1952
malo;10;alquila;36;40;casado;no;fijo;115;100;0;0;375;375
bueno;1;propietario;42;35;casado;no;fijo;75;54;6000;0;1000;1900
bueno;22;alquila;60;47;casado;no;fijo;56;114;0;0;1000;1163
bueno;11;propietario;60;26;casado;no;fijo;45;81;4000;1800;1000;1206
malo;1;propietario;24;51;casado;si;freelance;180;NA;65000;0;1500;1753
bueno;0;padres;48;31;soltero;no;tiempo parcial;35;65;2500;0;1000;1560
bueno;17;propietario;36;43;casado;no;fijo;60;250;9000;0;1000;1204
bueno;12;propietario;36;45;casado;no;fijo;90;90;30000;0;750;1374
bueno;10;alquila;48;33;casado;no;fijo;100;103;0;0;950;1541
bueno;10;alquila;36;31;casado;no;fijo;61;164;5000;0;1000;1440
bueno;0;padres;24;29;soltero;no;otros;35;NA;0;0;600;1243
malo;1;otra;48;28;casado;si;fijo;60;129;0;0;1300;1608
bueno;4;alquila;60;25;soltero;no;fijo;50;150;0;0;1500;2600
bueno;1;padres;30;22;soltero;no;fijo;35;80;4000;0;600;850
bueno;11;propietario;60;33;viudo;no;fijo;45;90;8000;0;850;1105
bueno;5;otra;60;31;casado;no;fijo;75;95;2000;0;1100;1388
malo;7;padres;60;24;soltero;no;fijo;35;92;0;0;1618;1618
bueno;0;propietario;18;39;casado;no;fijo;75;47;3500;0;350;1236
bueno;17;propietario;36;42;casado;no;fijo;45;115;4000;0;700;1631
bueno;1;propietario;60;49;casado;no;tiempo parcial;60;115;4000;0;1870;2622
bueno;20;propietario;60;49;casado;no;fijo;60;130;4000;0;1100;1738
bueno;22;privado;60;36;casado;no;fijo;75;190;3500;0;1300;1579
bueno;6;propietario;48;34;casado;no;freelance;90;NA;4500;0;1100;1192
malo;4;padres;36;22;soltero;no;fijo;35;58;1000;0;400;525
bueno;0;propietario;36;65;casado;no;otros;45;75;5000;0;400;935
bueno;7;propietario;24;39;casado;no;fijo;75;260;10000;0;400;1100
bueno;24;propietario;24;47;casado;no;fijo;75;136;4000;0;435;935
bueno;18;padres;60;32;casado;no;fijo;75;152;5000;0;1400;1640
bueno;0;padres;60;25;casado;no;otros;45;209;2000;0;900;1436
bueno;20;propietario;60;41;casado;no;fijo;75;186;8000;50;900;1700
malo;3;padres;60;41;soltero;si;fijo;35;90;0;0;949;949
malo;0;propietario;60;23;casado;no;fijo;45;120;4000;1000;1200;1476
bueno;2;propietario;60;29;casado;no;fijo;60;110;2000;0;1020;1648
malo;0;propietario;60;39;casado;si;freelance;45;80;6000;0;1100;1131
bueno;7;propietario;48;42;casado;no;fijo;60;132;8000;720;1000;1350
bueno;3;propietario;24;27;casado;no;fijo;45;245;14000;0;500;2070
bueno;10;propietario;48;34;casado;no;freelance;75;200;19000;0;750;1590
bueno;3;padres;24;29;soltero;no;fijo;35;66;0;0;300;525
malo;9;propietario;36;43;casado;si;freelance;75;NA;12000;0;1700;1730
bueno;30;propietario;48;60;casado;no;freelance;60;6;16000;0;1200;1636
bueno;3;propietario;18;24;casado;no;tiempo parcial;45;185;3500;0;600;925
bueno;30;otra;60;46;casado;no;fijo;60;144;NA;0;1350;1478
malo;15;propietario;48;50;casado;no;fijo;60;NA;5000;0;1800;2417
bueno;10;alquila;48;28;casado;no;fijo;56;108;0;0;1100;1684
bueno;1;alquila;24;24;casado;no;tiempo parcial;50;50;0;0;350;400
bueno;4;padres;60;23;soltero;no;fijo;35;80;10000;0;1000;1559
bueno;7;propietario;12;51;casado;no;freelance;75;120;5000;0;250;375
bueno;6;padres;36;29;casado;no;fijo;105;168;14000;0;650;679
bueno;14;propietario;60;41;casado;no;fijo;75;183;4000;1100;1500;2730
bueno;1;padres;60;24;soltero;no;fijo;35;90;0;0;800;994
bueno;25;propietario;48;51;casado;no;fijo;75;156;3000;0;700;1172
bueno;8;propietario;36;31;separado;no;fijo;35;102;3000;0;1000;1364
malo;5;propietario;60;26;soltero;si;freelance;35;142;5500;3800;950;977
bueno;8;propietario;54;31;casado;no;fijo;75;280;14000;7000;850;1050
bueno;20;propietario;60;54;casado;no;fijo;60;195;15000;0;900;1430
malo;2;alquila;36;23;soltero;no;fijo;43;79;0;0;900;1000
bueno;18;privado;36;45;casado;no;fijo;45;220;20000;0;800;1600
bueno;10;propietario;36;39;casado;no;fijo;90;122;3000;0;500;1472
malo;2;padres;36;39;casado;si;fijo;60;87;0;0;2000;2300
bueno;20;padres;48;37;soltero;no;fijo;35;114;0;0;1200;2472
malo;20;alquila;48;45;soltero;no;freelance;35;NA;0;0;900;1300
bueno;7;privado;60;24;soltero;no;fijo;35;187;4000;2400;1400;1480
malo;0;NA;48;23;casado;no;tiempo parcial;45;26;NA;NA;1350;1562
malo;3;propietario;60;39;casado;no;freelance;75;491;90000;0;4000;6700
bueno;22;propietario;36;45;casado;no;fijo;75;250;10000;0;500;1026
bueno;10;alquila;60;38;casado;si;fijo;110;204;0;0;1500;1531
bueno;20;alquila;24;40;casado;no;fijo;77;165;0;0;500;1532
bueno;20;propietario;36;36;casado;si;fijo;75;130;3500;0;1500;2000
bueno;2;padres;24;26;soltero;no;fijo;35;79;0;0;590;894
bueno;22;alquila;36;51;soltero;si;freelance;35;NA;0;0;350;950
bueno;7;propietario;60;34;separado;no;fijo;35;96;8000;0;850;1213
bueno;5;propietario;60;39;casado;no;freelance;75;85;4000;0;1200;1463
malo;2;alquila;48;37;separado;si;freelance;35;NA;0;0;2000;3900
malo;13;alquila;60;50;soltero;no;fijo;42;66;0;0;800;865
bueno;17;otra;60;46;casado;no;fijo;75;155;0;0;2000;2086
bueno;8;propietario;24;46;casado;no;freelance;75;NA;15000;0;1000;1603
bueno;0;propietario;12;22;casado;no;otros;75;100;50000;8000;900;2327
malo;0;padres;36;35;casado;no;freelance;75;NA;0;0;1450;1500
bueno;6;alquila;36;31;separado;no;fijo;49;140;0;0;550;999
bueno;4;propietario;24;32;casado;no;tiempo parcial;45;158;5500;0;500;1839
bueno;20;privado;48;40;casado;no;fijo;75;144;7000;0;500;980
bueno;38;alquila;12;66;casado;no;fijo;79;340;0;0;700;1568
bueno;26;alquila;60;50;casado;no;fijo;85;250;0;0;1000;1297
bueno;3;propietario;12;30;casado;no;fijo;60;296;4500;2000;200;1338
malo;5;padres;48;24;soltero;no;tiempo parcial;35;139;2000;0;1000;1492
bueno;12;propietario;60;28;casado;si;fijo;75;110;3500;1394;900;1082
malo;1;padres;24;23;soltero;no;tiempo parcial;35;70;0;0;500;640
bueno;4;propietario;60;41;casado;no;fijo;45;87;6500;0;1100;1670
malo;13;privado;60;38;casado;no;fijo;90;108;1500;30;1400;1410
bueno;1;padres;36;21;casado;no;fijo;45;90;2000;0;1200;1350
bueno;5;padres;60;21;soltero;no;fijo;45;56;0;0;1400;2067
bueno;10;alquila;36;46;casado;no;fijo;114;235;0;0;500;1531
malo;1;padres;60;36;casado;no;tiempo parcial;60;60;0;0;1400;1612
bueno;3;alquila;36;20;soltero;no;tiempo parcial;58;225;0;0;1500;2050
malo;5;alquila;60;40;casado;si;freelance;54;89;0;0;1200;1457
malo;2;privado;36;32;casado;no;fijo;75;80;2500;0;1300;1813
malo;19;alquila;60;37;separado;si;fijo;41;63;0;0;2700;2957
bueno;1;propietario;60;52;casado;no;fijo;60;250;3000;0;1550;1850
bueno;5;privado;24;32;separado;no;freelance;35;143;8000;0;600;1350
bueno;7;alquila;60;30;casado;no;fijo;42;73;0;0;950;1169
bueno;25;alquila;60;48;casado;no;fijo;103;126;3500;0;1450;1575
bueno;11;propietario;36;32;casado;no;fijo;60;101;12000;2400;965;1265
malo;27;propietario;60;58;casado;no;freelance;60;60;15000;0;1450;1657
bueno;19;propietario;60;56;casado;no;fijo;45;169;7000;0;1400;1714
malo;2;alquila;48;48;casado;si;otros;109;193;0;0;1140;1143
bueno;5;alquila;24;41;separado;no;fijo;44;90;0;0;550;1319
bueno;10;padres;24;40;casado;no;tiempo parcial;60;116;2000;0;480;620
malo;1;padres;48;21;soltero;no;tiempo parcial;35;60;0;0;1350;1601
bueno;6;padres;48;24;soltero;no;fijo;35;107;6500;1172;1000;1200
bueno;22;propietario;18;57;casado;si;fijo;45;150;6000;0;500;1727
malo;0;alquila;48;54;casado;no;freelance;135;NA;0;0;2000;2476
malo;6;padres;36;31;soltero;si;freelance;35;319;0;0;1200;1730
bueno;3;otra;36;40;casado;no;fijo;60;90;NA;0;400;1661
bueno;2;propietario;12;32;casado;no;freelance;45;122;5000;500;350;625
bueno;1;padres;60;30;casado;no;freelance;60;93;0;0;1600;1647
bueno;18;propietario;36;42;casado;no;fijo;75;121;2000;150;900;1633
bueno;2;padres;24;23;soltero;no;tiempo parcial;35;93;2500;0;230;670
bueno;17;alquila;48;36;casado;no;fijo;61;162;0;0;1000;1641
malo;0;alquila;48;42;casado;no;tiempo parcial;75;NA;0;0;1300;1400
bueno;2;padres;36;24;casado;si;freelance;45;NA;0;0;1000;2223
bueno;9;propietario;60;53;casado;no;freelance;60;51;8000;3000;1450;1970
bueno;11;alquila;60;29;casado;no;fijo;74;135;0;0;1000;1097
malo;3;propietario;48;53;casado;no;otros;75;60;NA;NA;1500;1637
bueno;2;padres;60;23;soltero;no;fijo;35;106;0;0;820;1097
bueno;32;padres;42;53;casado;no;freelance;60;160;0;0;200;829
malo;8;padres;60;28;soltero;si;fijo;35;76;0;0;1300;1550
malo;1;propietario;60;40;casado;no;fijo;45;NA;3000;180;1700;1777
bueno;24;otra;60;40;casado;no;fijo;45;115;0;0;1250;1461
malo;1;padres;30;23;soltero;no;freelance;35;60;0;0;800;1452
bueno;15;alquila;48;55;viudo;no;fijo;62;173;0;0;1100;1467
bueno;24;propietario;48;48;casado;no;fijo;75;90;3000;0;400;975
malo;5;alquila;36;48;casado;no;freelance;97;365;0;0;1300;1736
malo;1;otra;36;44;casado;si;fijo;60;154;2500;0;2000;2500
malo;0;padres;36;29;separado;no;freelance;35;NA;0;0;650;975
malo;4;alquila;60;46;casado;no;freelance;70;100;0;0;2400;2500
bueno;0;padres;36;23;soltero;no;fijo;35;70;0;0;900;1210
bueno;2;otra;48;29;soltero;no;fijo;35;75;0;0;650;824
bueno;25;propietario;60;63;casado;si;freelance;60;60;47500;3360;1000;1162
bueno;17;alquila;24;40;casado;si;fijo;58;128;0;0;700;982
bueno;14;padres;48;37;casado;si;fijo;60;120;0;0;1000;1189
malo;0;otra;60;23;soltero;no;fijo;35;NA;0;0;700;969
bueno;15;propietario;36;49;casado;no;fijo;75;113;8000;0;1050;1055
malo;16;alquila;60;40;casado;no;freelance;82;71;0;0;2000;2250
bueno;16;propietario;36;40;casado;si;fijo;90;120;6000;0;900;1150
bueno;1;padres;36;23;soltero;no;fijo;35;55;5000;0;775;925
bueno;15;propietario;36;42;soltero;no;fijo;35;90;5000;3000;1000;1243
bueno;5;propietario;60;35;casado;no;freelance;45;NA;NA;0;700;768
bueno;5;alquila;48;28;casado;si;fijo;60;154;3000;0;825;1661
malo;0;propietario;48;39;casado;no;freelance;60;16;3000;0;850;1053
bueno;1;propietario;36;36;casado;no;freelance;75;416;8000;0;3875;5175
bueno;13;padres;48;28;casado;no;fijo;90;105;0;0;1200;1590
bueno;10;alquila;36;38;casado;no;fijo;66;210;0;0;500;1171
bueno;2;propietario;60;33;casado;no;fijo;35;146;8000;2000;1000;1844
bueno;2;padres;60;30;separado;no;freelance;35;150;0;0;1500;1671
malo;0;propietario;36;36;casado;no;otros;45;105;5000;3000;1000;1620
bueno;13;propietario;60;28;casado;no;fijo;45;148;3500;144;1350;1496
bueno;0;privado;48;56;casado;no;otros;35;84;4500;50;700;940
bueno;8;alquila;48;39;casado;no;freelance;66;60;0;0;700;1580
bueno;4;propietario;36;54;casado;no;freelance;35;80;25000;0;1400;1490
bueno;15;padres;60;35;soltero;no;fijo;45;226;6000;2200;1350;1609
bueno;1;propietario;48;29;casado;no;fijo;45;130;4000;0;1000;1777
malo;20;alquila;60;47;casado;no;fijo;85;100;8000;0;1250;1250
bueno;2;propietario;60;35;casado;no;otros;60;175;2500;0;1250;1412
malo;0;otra;60;32;soltero;no;tiempo parcial;35;NA;0;0;600;1690
bueno;0;alquila;60;35;soltero;no;fijo;51;163;0;0;1000;1353
bueno;15;otra;36;30;casado;no;fijo;45;131;0;0;250;1341
bueno;24;propietario;48;39;casado;no;fijo;75;125;6000;200;1000;1409
bueno;15;propietario;48;57;casado;no;freelance;35;212;65000;0;1300;1852
malo;1;alquila;24;32;soltero;no;freelance;35;NA;0;0;290;490
bueno;17;alquila;30;45;casado;no;fijo;55;104;0;0;550;575
malo;1;alquila;24;24;soltero;no;tiempo parcial;42;65;0;0;750;1192
malo;2;padres;60;23;soltero;si;tiempo parcial;35;75;0;0;1100;1139
bueno;0;padres;60;24;soltero;no;fijo;35;126;1500;0;900;1092
bueno;0;padres;18;20;casado;no;fijo;35;91;0;0;600;750
bueno;14;alquila;36;49;casado;no;fijo;70;103;0;0;500;1017
bueno;2;padres;60;24;soltero;no;fijo;35;100;0;0;1600;1601
bueno;7;alquila;60;40;casado;si;freelance;76;164;3000;0;800;1032
bueno;6;propietario;60;31;casado;no;fijo;45;131;4000;1600;600;1661
bueno;2;otra;18;25;casado;si;freelance;60;NA;0;0;850;1400
bueno;0;otra;48;39;casado;no;fijo;60;85;0;0;1450;1594
malo;2;privado;60;22;casado;no;tiempo parcial;35;60;2800;0;1300;1422
malo;0;propietario;36;30;separado;no;freelance;60;48;7000;0;300;365
bueno;0;padres;60;21;soltero;no;tiempo parcial;45;312;10000;0;1033;1175
bueno;0;padres;24;22;soltero;no;tiempo parcial;35;80;0;0;650;1356
malo;0;alquila;18;28;casado;si;fijo;68;83;0;0;200;300
bueno;8;propietario;24;32;casado;no;fijo;60;77;4000;0;350;865
bueno;2;padres;24;23;soltero;no;freelance;35;63;20000;0;600;2143
bueno;0;padres;24;36;casado;no;otros;90;31;0;0;625;725
malo;2;alquila;60;20;soltero;no;fijo;46;108;0;0;1200;1300
bueno;4;propietario;60;25;casado;no;fijo;45;68;4500;1379;725;1460
bueno;5;padres;30;24;casado;no;fijo;35;120;0;0;700;1804
bueno;8;propietario;36;35;casado;si;fijo;45;213;6000;0;1700;2450
bueno;10;padres;48;58;casado;no;otros;35;450;2500;0;1200;1505
bueno;5;propietario;60;32;casado;no;fijo;45;145;13000;0;1500;1850
malo;15;propietario;36;56;casado;si;freelance;35;90;16000;0;800;1300
bueno;2;alquila;60;53;viudo;no;fijo;46;114;0;0;1050;1348
bueno;2;padres;60;26;soltero;no;fijo;35;104;10000;0;1400;1490
bueno;20;propietario;60;40;casado;no;fijo;45;240;8000;0;900;950
bueno;1;propietario;36;48;casado;no;otros;45;45;32000;0;1500;2700
bueno;10;padres;60;28;soltero;no;fijo;35;70;3500;0;1300;1743
bueno;0;propietario;60;34;casado;no;fijo;60;85;4000;0;1100;1628
bueno;11;propietario;60;28;casado;no;fijo;35;82;1500;0;1090;1491
malo;2;alquila;24;30;casado;no;tiempo parcial;53;80;0;0;500;975
malo;20;propietario;48;47;casado;no;freelance;45;66;NA;0;1200;1668
malo;0;privado;60;43;casado;no;tiempo parcial;90;82;4000;0;600;790
bueno;3;propietario;60;41;casado;no;fijo;75;99;16000;500;1000;3300
bueno;28;propietario;48;54;casado;no;freelance;75;46;15000;0;900;1300
bueno;23;otra;54;38;separado;no;fijo;60;178;0;0;740;989
bueno;4;alquila;60;30;casado;no;fijo;60;147;5500;2000;1700;1719
bueno;11;propietario;48;41;casado;si;freelance;45;280;4000;1300;1000;1350
bueno;12;propietario;60;45;casado;no;freelance;35;75;4000;0;1000;1100
bueno;6;propietario;6;29;casado;no;fijo;45;190;5000;0;200;2179
malo;0;propietario;6;33;soltero;si;tiempo parcial;45;240;4500;0;675;1146
bueno;1;padres;48;25;soltero;no;freelance;35;280;6000;0;1100;1650
malo;8;otra;60;41;casado;no;freelance;45;62;0;0;1800;2101
bueno;12;propietario;48;35;casado;no;fijo;60;90;4500;0;900;1097
bueno;17;padres;36;33;separado;si;fijo;35;96;0;0;475;475
bueno;17;alquila;60;44;casado;no;fijo;51;159;0;0;1100;1668
bueno;1;propietario;48;42;casado;no;fijo;75;155;8000;0;600;1680
bueno;19;alquila;60;42;soltero;no;fijo;43;78;0;0;730;1070
malo;0;alquila;24;42;casado;si;fijo;103;283;0;0;1897;2517
bueno;10;propietario;54;41;casado;no;fijo;45;130;4500;0;1700;1957
bueno;16;otra;42;49;casado;si;fijo;45;80;0;0;700;950
bueno;0;alquila;36;42;soltero;si;tiempo parcial;48;129;0;0;525;525
bueno;5;propietario;60;49;casado;no;fijo;35;122;5000;0;1500;1740
bueno;10;propietario;30;32;casado;no;freelance;60;65;3000;0;600;1200
bueno;7;padres;36;24;soltero;no;fijo;35;127;0;0;300;2612
bueno;3;otra;48;28;casado;no;fijo;35;125;1500;0;1500;1689
bueno;0;propietario;36;42;casado;no;freelance;60;260;3000;250;1100;1288
bueno;10;alquila;60;42;casado;no;fijo;76;158;5000;0;1000;1000
bueno;32;propietario;36;49;casado;no;fijo;75;163;4000;0;400;700
malo;14;propietario;48;29;casado;no;fijo;75;131;4000;0;980;2981
bueno;20;alquila;60;38;casado;no;fijo;74;140;0;0;1500;1600
bueno;26;propietario;60;41;casado;no;fijo;45;132;0;0;1100;1472
bueno;10;privado;60;46;casado;no;fijo;75;66;5500;1700;1250;1525
bueno;6;propietario;60;33;casado;no;tiempo parcial;60;140;6000;0;1150;1715
bueno;2;propietario;60;23;soltero;no;fijo;35;150;3000;0;2000;4904
bueno;24;propietario;48;39;casado;no;fijo;75;110;3000;0;1150;1379
malo;2;privado;48;27;casado;no;otros;75;59;2500;2200;1200;1530
bueno;3;privado;36;37;casado;no;freelance;45;NA;4500;0;900;1596
bueno;1;padres;48;23;soltero;no;fijo;35;139;0;0;650;650
bueno;2;padres;36;22;soltero;no;tiempo parcial;35;100;25000;0;1400;1850
bueno;16;alquila;60;35;soltero;no;fijo;49;135;0;0;1300;1310
bueno;5;propietario;48;46;casado;no;fijo;90;137;2000;0;1100;1487
bueno;1;alquila;60;40;casado;no;fijo;57;120;0;0;1500;1737
bueno;0;alquila;48;52;casado;no;freelance;35;NA;5000;0;800;1794
bueno;7;propietario;36;41;casado;no;fijo;75;87;4500;0;2000;2104
bueno;23;alquila;48;57;soltero;si;fijo;49;142;0;0;1300;1450
bueno;2;padres;60;35;soltero;no;otros;35;65;0;0;1100;1324
bueno;10;propietario;6;46;casado;no;freelance;45;464;10000;0;1100;2235
malo;5;alquila;60;42;casado;si;freelance;113;83;0;0;1530;1530
malo;0;otra;60;38;casado;si;fijo;45;NA;0;0;1500;1700
bueno;0;propietario;48;25;soltero;no;fijo;35;126;2800;0;1170;1372
malo;0;padres;24;20;soltero;no;tiempo parcial;35;66;0;0;550;550
bueno;2;alquila;48;24;soltero;no;fijo;44;90;0;0;1200;1450
bueno;10;otra;60;57;casado;no;fijo;60;84;9000;0;1400;1423
bueno;4;otra;60;37;casado;si;freelance;60;61;0;0;1420;1450
bueno;4;padres;60;27;casado;no;freelance;35;NA;0;0;1050;1214
malo;2;propietario;60;31;casado;no;fijo;45;55;4000;800;700;1250
bueno;43;otra;24;60;casado;no;fijo;60;185;0;0;319;1669
bueno;8;padres;48;34;soltero;no;fijo;35;85;0;0;1000;1383
bueno;9;propietario;48;26;casado;no;fijo;35;101;5000;0;500;1997
bueno;8;privado;48;25;soltero;no;fijo;45;180;1500;0;1100;1200
bueno;30;otra;48;50;casado;no;fijo;45;220;0;0;600;900
malo;2;propietario;48;41;casado;no;fijo;60;142;4000;0;2000;2465
bueno;5;padres;24;32;casado;no;fijo;35;91;0;0;450;530
malo;2;alquila;60;62;casado;si;otros;41;57;8000;0;1200;1500
bueno;1;propietario;48;27;soltero;si;fijo;45;62;5000;0;1500;1788
malo;10;propietario;48;54;casado;no;freelance;35;27;5000;0;1050;1054
malo;4;otra;36;54;casado;no;freelance;60;NA;0;0;250;350
bueno;22;otra;24;36;casado;no;fijo;45;176;0;0;700;1428
bueno;7;propietario;60;55;casado;no;fijo;45;124;5000;0;800;982
malo;1;padres;60;19;soltero;no;fijo;45;128;9500;2800;1300;1540
malo;7;propietario;60;31;casado;no;fijo;60;92;3500;991;1050;1158
bueno;7;otra;48;55;casado;no;fijo;75;100;6000;0;1200;1700
bueno;21;propietario;36;37;casado;no;fijo;75;300;7000;3500;1100;1876
bueno;8;propietario;24;51;casado;no;fijo;45;167;8000;0;250;400
bueno;25;propietario;60;51;casado;no;fijo;60;222;7000;0;1300;1400
malo;1;padres;48;22;soltero;no;freelance;35;NA;10000;0;650;722
bueno;0;alquila;60;57;casado;no;otros;43;80;0;0;1200;1515
malo;5;alquila;48;48;casado;si;freelance;65;50;0;0;1200;1487
bueno;13;padres;60;28;casado;no;fijo;35;138;0;0;1080;1192
bueno;2;alquila;36;54;casado;no;fijo;54;187;0;0;1200;2050
malo;1;propietario;60;53;casado;no;freelance;35;140;8000;0;1600;2222
bueno;7;padres;60;25;soltero;no;fijo;35;58;28000;0;1100;1338
bueno;18;otra;36;42;soltero;no;fijo;35;83;0;0;700;1380
malo;1;alquila;36;40;separado;no;otros;79;38;0;0;400;400
bueno;6;propietario;48;35;casado;no;freelance;60;NA;3500;350;1300;1588
malo;2;propietario;60;42;viudo;no;otros;45;35;6000;0;650;865
bueno;12;propietario;48;31;casado;no;fijo;60;84;5000;0;700;1702
