FacturaID,Oficina,Ciudad,LineaProducto,PrecioUnitario,Cantidad,Impuestos,Total,FechaCompra,HoraCompra,MetodoPago,Costos,IngresosBrutos,Rating
438-01-4015,B,Bristol,Sports and travel,49.49,4,9.9,207.86,21/03/2023,15:25:00,Ewallet,197.96,9.9,6.6
438-23-1242,B,Bristol,Electronic accessories,75.88,7,26.56,557.72,24/01/2023,10:38:00,Ewallet,531.16,26.56,8.9
439-54-7422,A,Plymouth,Electronic accessories,51.19,4,10.24,215,18/03/2023,17:15:00,Credit card,204.76,10.24,4.7
440-59-5691,C,Glasgow,Health and beauty,37.15,7,13,273.05,8/02/2023,13:12:00,Credit card,260.05,13,7.7
441-94-7118,A,Plymouth,Electronic accessories,71.95,1,3.6,75.55,4/02/2023,12:14:00,Cash,71.95,3.6,7.3
442-44-6497,C,Glasgow,Home and lifestyle,55.57,3,8.34,175.05,8/01/2023,11:42:00,Credit card,166.71,8.34,5.9
442-48-3607,A,Plymouth,Food and beverages,23.48,2,2.35,49.31,14/03/2023,11:21:00,Credit card,46.96,2.35,7.9
443-59-0061,A,Plymouth,Food and beverages,67.45,10,33.72,708.22,3/02/2023,11:25:00,Ewallet,674.5,33.72,4.2
443-60-9639,C,Glasgow,Home and lifestyle,60.87,1,3.04,63.91,24/01/2023,13:24:00,Cash,60.87,3.04,5.5
443-82-0585,A,Plymouth,Health and beauty,77.68,4,15.54,326.26,1/02/2023,19:54:00,Cash,310.72,15.54,8.4
445-30-9252,A,Plymouth,Sports and travel,25.7,3,3.86,80.96,17/01/2023,17:59:00,Ewallet,77.1,3.86,6.1
446-47-6729,C,Glasgow,Fashion accessories,99.82,2,9.98,209.62,2/01/2023,18:09:00,Credit card,199.64,9.98,6.7
447-15-7839,A,Plymouth,Sports and travel,22.24,10,11.12,233.52,9/02/2023,11:00:00,Cash,222.4,11.12,4.2
448-34-8700,B,Bristol,Home and lifestyle,36.91,7,12.92,271.29,10/02/2023,13:51:00,Ewallet,258.37,12.92,6.7
448-61-3783,A,Plymouth,Electronic accessories,90.02,8,36.01,756.17,21/03/2023,16:08:00,Credit card,720.16,36.01,4.5
448-81-5016,A,Plymouth,Health and beauty,59.77,2,5.98,125.52,11/03/2023,12:01:00,Credit card,119.54,5.98,5.8
449-16-6770,A,Plymouth,Health and beauty,50.79,5,12.7,266.65,19/02/2023,14:53:00,Credit card,253.95,12.7,5.3
449-27-2918,B,Bristol,Sports and travel,39.12,1,1.96,41.08,26/03/2023,11:02:00,Credit card,39.12,1.96,9.6
450-28-2866,C,Glasgow,Food and beverages,17.44,5,4.36,91.56,15/01/2023,19:25:00,Cash,87.2,4.36,8.1
450-42-3339,C,Glasgow,Health and beauty,84.61,10,42.31,888.41,9/02/2023,18:58:00,Credit card,846.1,42.31,8.8
451-28-5717,C,Glasgow,Home and lifestyle,83.17,6,24.95,523.97,20/03/2023,11:23:00,Cash,499.02,24.95,7.3
451-73-2711,C,Glasgow,Food and beverages,84.83,1,4.24,89.07,14/01/2023,15:20:00,Ewallet,84.83,4.24,8.8
452-04-8808,B,Bristol,Electronic accessories,87.08,7,30.48,640.04,26/01/2023,15:17:00,Cash,609.56,30.48,5.5
453-12-7053,C,Glasgow,Fashion accessories,45.74,3,6.86,144.08,10/03/2023,17:38:00,Credit card,137.22,6.86,6.5
453-33-6436,A,Plymouth,Home and lifestyle,93.12,8,37.25,782.21,7/02/2023,10:09:00,Cash,744.96,37.25,6.8
453-63-6187,B,Bristol,Electronic accessories,27.5,3,4.13,86.63,1/03/2023,15:40:00,Ewallet,82.5,4.13,6.5
457-12-0244,C,Glasgow,Sports and travel,35.22,6,10.57,221.89,14/03/2023,13:49:00,Ewallet,211.32,10.57,6.5
457-13-1708,B,Bristol,Fashion accessories,65.23,10,32.62,684.91,8/01/2023,19:07:00,Credit card,652.3,32.62,5.2
457-94-0464,B,Bristol,Electronic accessories,87.87,9,39.54,830.37,31/01/2023,20:32:00,Ewallet,790.83,39.54,5.6
458-10-8612,C,Glasgow,Health and beauty,64.08,7,22.43,470.99,20/01/2023,12:27:00,Ewallet,448.56,22.43,7.6
458-41-1477,C,Glasgow,Health and beauty,46.26,6,13.88,291.44,8/03/2023,17:11:00,Credit card,277.56,13.88,9.5
458-61-0011,B,Bristol,Food and beverages,60.3,4,12.06,253.26,20/02/2023,18:43:00,Cash,241.2,12.06,5.8
459-45-2396,A,Plymouth,Food and beverages,99.6,3,14.94,313.74,25/02/2023,18:45:00,Cash,298.8,14.94,5.8
459-50-7686,A,Plymouth,Electronic accessories,23.46,6,7.04,147.8,13/01/2023,19:14:00,Ewallet,140.76,7.04,6.4
460-35-4390,A,Plymouth,Home and lifestyle,30.68,3,4.6,96.64,22/01/2023,11:00:00,Ewallet,92.04,4.6,9.1
460-93-5834,A,Plymouth,Sports and travel,45.58,7,15.95,335.01,13/01/2023,10:03:00,Cash,319.06,15.95,5
462-67-9126,A,Plymouth,Home and lifestyle,73.22,6,21.97,461.29,21/01/2023,17:44:00,Cash,439.32,21.97,7.2
462-78-5240,C,Glasgow,Electronic accessories,26.61,2,2.66,55.88,19/03/2023,14:35:00,Cash,53.22,2.66,4.2
466-61-5506,B,Bristol,Electronic accessories,90.7,6,27.21,571.41,26/02/2023,10:52:00,Cash,544.2,27.21,5.3
468-01-2051,B,Bristol,Food and beverages,62.08,7,21.73,456.29,6/03/2023,13:46:00,Ewallet,434.56,21.73,5.4
468-88-0009,A,Plymouth,Home and lifestyle,65.94,4,13.19,276.95,24/03/2023,10:29:00,Cash,263.76,13.19,6
468-99-7231,C,Glasgow,Home and lifestyle,44.01,8,17.6,369.68,3/03/2023,17:36:00,Cash,352.08,17.6,8.8
470-31-3286,B,Bristol,Health and beauty,14.82,3,2.22,46.68,1/03/2023,11:30:00,Credit card,44.46,2.22,8.7
470-32-9057,A,Plymouth,Food and beverages,51.34,5,12.84,269.54,28/03/2023,15:31:00,Credit card,256.7,12.84,9.1
471-06-8611,C,Glasgow,Food and beverages,52.42,1,2.62,55.04,6/02/2023,10:22:00,Credit card,52.42,2.62,6.3
471-41-2823,C,Glasgow,Food and beverages,99.79,2,9.98,209.56,7/03/2023,20:37:00,Ewallet,199.58,9.98,8
472-15-9636,A,Plymouth,Home and lifestyle,50.93,8,20.37,427.81,22/03/2023,19:36:00,Ewallet,407.44,20.37,9.2
474-33-8305,C,Glasgow,Fashion accessories,67.39,7,23.59,495.32,23/03/2023,13:23:00,Ewallet,471.73,23.59,6.9
477-24-6490,B,Bristol,Health and beauty,99.71,6,29.91,628.17,26/02/2023,16:52:00,Ewallet,598.26,29.91,7.9
477-59-2456,C,Glasgow,Fashion accessories,45.44,7,15.9,333.98,23/01/2023,11:15:00,Cash,318.08,15.9,9.2
478-06-7835,A,Plymouth,Fashion accessories,89.69,1,4.48,94.17,11/01/2023,11:20:00,Ewallet,89.69,4.48,4.9
479-26-8945,B,Bristol,Sports and travel,16.49,2,1.65,34.63,5/02/2023,11:32:00,Ewallet,32.98,1.65,4.6
480-63-2856,C,Glasgow,Food and beverages,19.25,8,7.7,161.7,23/01/2023,18:37:00,Ewallet,154,7.7,6.6
482-17-1179,A,Plymouth,Electronic accessories,11.94,3,1.79,37.61,19/01/2023,12:47:00,Credit card,35.82,1.79,8.1
483-71-1164,C,Glasgow,Health and beauty,81.3,6,24.39,512.19,8/03/2023,16:43:00,Ewallet,487.8,24.39,5.3
484-22-8230,C,Glasgow,Fashion accessories,51.89,7,18.16,381.39,8/01/2023,20:08:00,Cash,363.23,18.16,4.5
485-30-8700,A,Plymouth,Sports and travel,33.26,5,8.31,174.62,18/03/2023,16:10:00,Credit card,166.3,8.31,4.2
487-79-6868,B,Bristol,Home and lifestyle,12.29,9,5.53,116.14,26/03/2023,19:28:00,Credit card,110.61,5.53,8
488-25-4221,C,Glasgow,Food and beverages,30.41,1,1.52,31.93,22/02/2023,10:36:00,Credit card,30.41,1.52,8.4
489-64-4354,C,Glasgow,Fashion accessories,16.28,1,0.81,17.09,9/03/2023,15:36:00,Cash,16.28,0.81,5
489-82-1237,A,Plymouth,Electronic accessories,93.88,7,32.86,690.02,5/01/2023,11:51:00,Credit card,657.16,32.86,7.3
490-29-1201,A,Plymouth,Sports and travel,15.34,1,0.77,16.11,6/01/2023,11:09:00,Cash,15.34,0.77,6.5
490-95-0021,B,Bristol,Food and beverages,33.21,10,16.6,348.7,8/01/2023,14:25:00,Ewallet,332.1,16.6,6
491-38-3499,A,Plymouth,Fashion accessories,55.45,1,2.77,58.22,26/02/2023,17:46:00,Credit card,55.45,2.77,4.9
493-65-6248,C,Glasgow,Sports and travel,36.98,10,18.49,388.29,1/01/2023,19:48:00,Credit card,369.8,18.49,7
497-36-0989,A,Plymouth,Fashion accessories,51.94,3,7.79,163.61,15/02/2023,15:21:00,Cash,155.82,7.79,7.9
497-37-6538,A,Plymouth,Sports and travel,58.91,7,20.62,432.99,17/01/2023,15:15:00,Ewallet,412.37,20.62,9.7
498-41-1961,B,Bristol,Health and beauty,66.68,5,16.67,350.07,20/02/2023,18:01:00,Cash,333.4,16.67,7.6
499-27-7781,B,Bristol,Food and beverages,53.21,8,21.28,446.96,14/03/2023,16:45:00,Ewallet,425.68,21.28,5
500-02-2261,C,Glasgow,Food and beverages,57.29,6,17.19,360.93,21/03/2023,17:04:00,Ewallet,343.74,17.19,5.9
501-61-1753,B,Bristol,Home and lifestyle,63.15,6,18.94,397.85,3/01/2023,20:24:00,Ewallet,378.9,18.94,9.8
502-05-1910,A,Plymouth,Health and beauty,65.18,3,9.78,205.32,25/02/2023,20:35:00,Credit card,195.54,9.78,6.3
503-07-0930,C,Glasgow,Sports and travel,58.39,7,20.44,429.17,23/02/2023,19:49:00,Credit card,408.73,20.44,8.2
503-21-4385,B,Bristol,Health and beauty,39.91,3,5.99,125.72,21/02/2023,12:40:00,Ewallet,119.73,5.99,9.3
504-35-8843,A,Plymouth,Sports and travel,42.47,1,2.12,44.59,2/01/2023,16:57:00,Cash,42.47,2.12,5.7
505-02-0892,B,Bristol,Health and beauty,42.57,8,17.03,357.59,25/02/2023,14:12:00,Ewallet,340.56,17.03,5.6
509-10-0516,B,Bristol,Home and lifestyle,45.97,4,9.19,193.07,9/02/2023,12:02:00,Ewallet,183.88,9.19,5.1
509-29-3912,A,Plymouth,Sports and travel,38.72,9,17.42,365.9,20/03/2023,12:24:00,Ewallet,348.48,17.42,4.2
510-09-5628,A,Plymouth,Fashion accessories,19.66,10,9.83,206.43,15/03/2023,18:20:00,Credit card,196.6,9.83,7.2
510-79-0415,B,Bristol,Sports and travel,23.08,6,6.92,145.4,24/01/2023,19:20:00,Ewallet,138.48,6.92,4.9
510-95-6347,B,Bristol,Food and beverages,48.52,3,7.28,152.84,5/03/2023,18:17:00,Ewallet,145.56,7.28,4
511-54-3087,B,Bristol,Sports and travel,88.45,1,4.42,92.87,25/02/2023,16:36:00,Credit card,88.45,4.42,9.5
512-91-0811,C,Glasgow,Health and beauty,89.75,1,4.49,94.24,6/02/2023,20:05:00,Credit card,89.75,4.49,6.6
512-98-1403,A,Plymouth,Electronic accessories,26.48,3,3.97,83.41,21/03/2023,10:40:00,Ewallet,79.44,3.97,4.7
514-37-2845,B,Bristol,Fashion accessories,99.25,2,9.93,208.43,20/03/2023,13:02:00,Cash,198.5,9.93,9
516-77-6464,C,Glasgow,Health and beauty,10.16,5,2.54,53.34,24/02/2023,13:08:00,Ewallet,50.8,2.54,4.1
518-17-2983,A,Plymouth,Fashion accessories,48.63,4,9.73,204.25,4/02/2023,15:44:00,Ewallet,194.52,9.73,7.6
518-71-6847,B,Bristol,Food and beverages,26.6,6,7.98,167.58,26/02/2023,15:10:00,Ewallet,159.6,7.98,4.9
521-18-7827,C,Glasgow,Home and lifestyle,39.39,5,9.85,206.8,22/01/2023,20:46:00,Credit card,196.95,9.85,8.7
522-57-8364,A,Plymouth,Fashion accessories,51.34,8,20.54,431.26,31/01/2023,10:00:00,Ewallet,410.72,20.54,7.6
523-38-0215,C,Glasgow,Home and lifestyle,37,1,1.85,38.85,6/03/2023,13:29:00,Credit card,37,1.85,7.9
525-09-8450,B,Bristol,Electronic accessories,72.13,10,36.06,757.36,31/01/2023,15:12:00,Credit card,721.3,36.06,4.2
525-88-7307,B,Bristol,Sports and travel,75.82,1,3.79,79.61,31/01/2023,13:19:00,Cash,75.82,3.79,5.8
526-86-8552,C,Glasgow,Home and lifestyle,21.82,10,10.91,229.11,7/01/2023,17:36:00,Cash,218.2,10.91,7.1
527-09-6272,A,Plymouth,Electronic accessories,28.45,5,7.11,149.36,21/03/2023,10:17:00,Credit card,142.25,7.11,9.1
528-14-9470,A,Plymouth,Health and beauty,91.3,1,4.57,95.86,14/02/2023,14:42:00,Ewallet,91.3,4.57,9.2
528-87-5606,B,Bristol,Electronic accessories,39.48,1,1.97,41.45,12/02/2023,19:43:00,Cash,39.48,1.97,6.5
529-56-3974,B,Bristol,Electronic accessories,25.51,4,5.1,107.14,9/03/2023,17:03:00,Cash,102.04,5.1,6.8
530-90-9855,A,Plymouth,Home and lifestyle,47.59,8,19.04,399.76,1/01/2023,14:47:00,Cash,380.72,19.04,5.7
531-56-4728,A,Plymouth,Home and lifestyle,80.08,3,12.01,252.25,11/02/2023,15:29:00,Cash,240.24,12.01,5.4
531-80-1784,A,Plymouth,Electronic accessories,26.02,7,9.11,191.25,28/03/2023,17:38:00,Cash,182.14,9.11,5.1
532-59-7201,B,Bristol,Sports and travel,79.93,6,23.98,503.56,31/01/2023,14:04:00,Cash,479.58,23.98,5.5
533-33-5337,B,Bristol,Electronic accessories,79.39,10,39.69,833.59,7/02/2023,20:24:00,Cash,793.9,39.69,6.2
533-66-5566,B,Bristol,Home and lifestyle,51.07,7,17.87,375.36,12/01/2023,11:42:00,Cash,357.49,17.87,7
534-01-4457,A,Plymouth,Food and beverages,81.71,6,24.51,514.77,27/01/2023,14:36:00,Credit card,490.26,24.51,8
534-53-3526,A,Plymouth,Sports and travel,94.76,4,18.95,397.99,11/02/2023,16:06:00,Ewallet,379.04,18.95,7.8
537-72-0426,C,Glasgow,Fashion accessories,70.99,10,35.49,745.4,20/03/2023,16:28:00,Cash,709.9,35.49,5.7
538-22-0304,C,Glasgow,Electronic accessories,64.95,10,32.47,681.97,24/03/2023,18:27:00,Cash,649.5,32.47,5.2
539-21-7227,B,Bristol,Sports and travel,51.54,5,12.89,270.58,26/01/2023,17:45:00,Cash,257.7,12.89,4.2
540-11-4336,A,Plymouth,Food and beverages,24.94,9,11.22,235.68,11/01/2023,16:49:00,Credit card,224.46,11.22,5.6
541-08-3113,C,Glasgow,Food and beverages,65.97,8,26.39,554.15,2/02/2023,20:29:00,Cash,527.76,26.39,8.4
541-48-8554,A,Plymouth,Sports and travel,60.95,9,27.43,575.98,7/01/2023,12:08:00,Credit card,548.55,27.43,6
541-89-9860,C,Glasgow,Fashion accessories,80.48,3,12.07,253.51,15/02/2023,12:31:00,Cash,241.44,12.07,8.1
542-41-0513,B,Bristol,Electronic accessories,57.49,4,11.5,241.46,15/03/2023,11:57:00,Cash,229.96,11.5,6.6
544-32-5024,C,Glasgow,Food and beverages,49.79,4,9.96,209.12,28/03/2023,19:16:00,Credit card,199.16,9.96,6.4
544-55-9589,B,Bristol,Electronic accessories,21.43,10,10.72,225.01,28/01/2023,11:51:00,Cash,214.3,10.72,6.2
545-07-8534,C,Glasgow,Health and beauty,58.32,2,5.83,122.47,14/02/2023,12:42:00,Ewallet,116.64,5.83,6
545-46-3100,B,Bristol,Electronic accessories,10.59,3,1.59,33.36,12/03/2023,13:52:00,Credit card,31.77,1.59,8.7
546-80-2899,A,Plymouth,Home and lifestyle,37.69,2,3.77,79.15,20/02/2023,15:29:00,Ewallet,75.38,3.77,9.5
548-46-9322,B,Bristol,Food and beverages,39.9,10,19.95,418.95,20/02/2023,15:24:00,Credit card,399,19.95,5.9
548-48-3156,A,Plymouth,Food and beverages,83.34,2,8.33,175.01,19/03/2023,13:37:00,Cash,166.68,8.33,7.6
549-03-9315,B,Bristol,Fashion accessories,94.87,8,37.95,796.91,12/02/2023,12:58:00,Ewallet,758.96,37.95,8.7
549-23-9016,C,Glasgow,Food and beverages,14.87,2,1.49,31.23,13/02/2023,18:15:00,Credit card,29.74,1.49,8.9
549-59-1358,A,Plymouth,Sports and travel,88.63,3,13.29,279.18,2/03/2023,17:36:00,Ewallet,265.89,13.29,6
549-84-7482,B,Bristol,Sports and travel,90.28,9,40.63,853.15,8/02/2023,11:15:00,Ewallet,812.52,40.63,7.2
549-96-4200,C,Glasgow,Food and beverages,17.04,4,3.41,71.57,8/03/2023,20:15:00,Ewallet,68.16,3.41,7
550-84-8664,A,Plymouth,Sports and travel,85.91,5,21.48,451.03,22/03/2023,14:33:00,Credit card,429.55,21.48,8.6
551-21-3069,C,Glasgow,Electronic accessories,23.07,9,10.38,218.01,1/02/2023,11:27:00,Cash,207.63,10.38,4.9
552-44-5977,B,Bristol,Health and beauty,62,8,24.8,520.8,3/01/2023,19:08:00,Credit card,496,24.8,6.2
554-42-2417,C,Glasgow,Sports and travel,95.44,10,47.72,1002.12,9/01/2023,13:45:00,Cash,954.4,47.72,5.2
554-53-3790,B,Bristol,Sports and travel,37.02,6,11.11,233.23,22/03/2023,18:33:00,Cash,222.12,11.11,4.5
554-53-8700,C,Glasgow,Home and lifestyle,56.11,2,5.61,117.83,2/02/2023,10:11:00,Cash,112.22,5.61,6.3
556-41-6224,C,Glasgow,Health and beauty,33.64,8,13.46,282.58,15/02/2023,17:10:00,Credit card,269.12,13.46,9.3
556-72-8512,C,Glasgow,Home and lifestyle,22.96,1,1.15,24.11,30/01/2023,20:47:00,Cash,22.96,1.15,4.3
556-86-3144,C,Glasgow,Fashion accessories,74.29,1,3.71,78,13/01/2023,19:30:00,Cash,74.29,3.71,5
556-97-7101,C,Glasgow,Electronic accessories,63.22,2,6.32,132.76,1/01/2023,15:51:00,Cash,126.44,6.32,8.5
558-60-5016,A,Plymouth,Home and lifestyle,33.3,9,14.98,314.68,4/03/2023,15:27:00,Ewallet,299.7,14.98,7.2
558-80-4082,C,Glasgow,Electronic accessories,27.85,7,9.75,204.7,14/03/2023,17:20:00,Ewallet,194.95,9.75,6
559-61-5987,B,Bristol,Health and beauty,17.75,1,0.89,18.64,14/01/2023,10:38:00,Cash,17.75,0.89,8.6
559-98-9873,A,Plymouth,Fashion accessories,53.65,7,18.78,394.33,10/02/2023,12:56:00,Ewallet,375.55,18.78,5.2
560-30-5617,B,Bristol,Sports and travel,24.77,5,6.19,130.04,24/03/2023,18:27:00,Cash,123.85,6.19,8.5
560-49-6611,A,Plymouth,Sports and travel,45.58,1,2.28,47.86,7/02/2023,14:13:00,Cash,45.58,2.28,9.8
562-12-5430,A,Plymouth,Fashion accessories,88.15,3,13.22,277.67,18/01/2023,10:11:00,Ewallet,264.45,13.22,7.9
563-36-9814,A,Plymouth,Electronic accessories,76.82,1,3.84,80.66,13/02/2023,18:27:00,Ewallet,76.82,3.84,7.2
563-47-4072,B,Bristol,Health and beauty,55.81,6,16.74,351.6,22/01/2023,11:52:00,Cash,334.86,16.74,9.9
563-91-7120,A,Plymouth,Fashion accessories,61.77,5,15.44,324.29,8/03/2023,13:21:00,Cash,308.85,15.44,6.7
565-17-3836,A,Plymouth,Health and beauty,47.67,4,9.53,200.21,12/03/2023,14:21:00,Cash,190.68,9.53,9.1
565-67-6697,B,Bristol,Home and lifestyle,27,9,12.15,255.15,2/03/2023,14:16:00,Cash,243,12.15,4.8
565-80-5980,C,Glasgow,Home and lifestyle,47.38,4,9.48,199,23/01/2023,10:25:00,Cash,189.52,9.48,7.1
565-91-4567,B,Bristol,Health and beauty,10.75,8,4.3,90.3,15/03/2023,14:38:00,Ewallet,86,4.3,6.2
566-19-5475,B,Bristol,Fashion accessories,47.97,7,16.79,352.58,7/01/2023,20:52:00,Cash,335.79,16.79,6.2
566-71-1091,A,Plymouth,Fashion accessories,77.02,5,19.25,404.36,3/02/2023,15:59:00,Cash,385.1,19.25,5.5
568-88-3448,A,Plymouth,Health and beauty,25,1,1.25,26.25,3/03/2023,15:09:00,Ewallet,25,1.25,5.5
568-90-5112,C,Glasgow,Health and beauty,66.14,4,13.23,277.79,19/03/2023,12:46:00,Credit card,264.56,13.23,5.6
569-71-4390,B,Bristol,Sports and travel,21.87,2,2.19,45.93,25/01/2023,14:29:00,Ewallet,43.74,2.19,6.9
569-76-2760,A,Plymouth,Sports and travel,22.01,4,4.4,92.44,29/01/2023,18:15:00,Credit card,88.04,4.4,6.6
571-94-0759,B,Bristol,Food and beverages,74.6,10,37.3,783.3,8/01/2023,20:55:00,Cash,746,37.3,9.5
573-10-3877,B,Bristol,Health and beauty,39.01,1,1.95,40.96,12/03/2023,16:46:00,Credit card,39.01,1.95,4.7
573-58-9734,B,Bristol,Fashion accessories,30.37,3,4.56,95.67,28/03/2023,13:41:00,Ewallet,91.11,4.56,5.1
573-98-8548,C,Glasgow,Fashion accessories,31.9,1,1.6,33.49,5/01/2023,12:40:00,Ewallet,31.9,1.6,9.1
574-22-5561,C,Glasgow,Fashion accessories,82.63,10,41.31,867.61,19/03/2023,17:08:00,Ewallet,826.3,41.31,7.9
574-31-8277,B,Bristol,Fashion accessories,33.63,1,1.68,35.31,20/03/2023,19:55:00,Cash,33.63,1.68,5.6
574-57-9721,C,Glasgow,Food and beverages,43.27,2,4.33,90.87,8/03/2023,16:53:00,Ewallet,86.54,4.33,5.7
574-80-1489,B,Bristol,Food and beverages,62.85,4,12.57,263.97,25/02/2023,13:22:00,Ewallet,251.4,12.57,8.7
575-30-8091,A,Plymouth,Sports and travel,72.5,8,29,609,16/03/2023,19:25:00,Ewallet,580,29,9.2
575-67-1508,A,Plymouth,Electronic accessories,38.6,1,1.93,40.53,29/01/2023,11:26:00,Ewallet,38.6,1.93,6.7
576-31-4774,B,Bristol,Health and beauty,73.41,3,11.01,231.24,2/03/2023,13:10:00,Ewallet,220.23,11.01,4
577-34-7579,C,Glasgow,Food and beverages,50.49,9,22.72,477.13,10/01/2023,17:16:00,Cash,454.41,22.72,5.4
578-80-7669,B,Bristol,Sports and travel,74.97,1,3.75,78.72,16/03/2023,16:58:00,Cash,74.97,3.75,5.6
582-52-8065,B,Bristol,Fashion accessories,54.31,9,24.44,513.23,22/02/2023,10:49:00,Cash,488.79,24.44,8.9
583-41-4548,C,Glasgow,Home and lifestyle,16.67,7,5.83,122.52,7/02/2023,11:36:00,Ewallet,116.69,5.83,7.4
583-72-1480,C,Glasgow,Electronic accessories,37.06,4,7.41,155.65,31/01/2023,16:24:00,Ewallet,148.24,7.41,9.7
584-66-4073,C,Glasgow,Fashion accessories,56.5,1,2.83,59.33,13/03/2023,15:45:00,Ewallet,56.5,2.83,9.6
584-86-7256,C,Glasgow,Sports and travel,34.56,7,12.1,254.02,11/03/2023,16:07:00,Credit card,241.92,12.1,7.3
585-03-5943,B,Bristol,Health and beauty,18.11,10,9.06,190.15,13/03/2023,11:46:00,Ewallet,181.1,9.06,5.9
585-11-6748,B,Bristol,Sports and travel,96.8,3,14.52,304.92,15/03/2023,13:05:00,Cash,290.4,14.52,5.3
585-86-8361,A,Plymouth,Food and beverages,27.28,5,6.82,143.22,3/02/2023,10:31:00,Credit card,136.4,6.82,8.6
585-90-0249,A,Plymouth,Electronic accessories,73.26,1,3.66,76.92,27/01/2023,18:08:00,Ewallet,73.26,3.66,9.7
586-25-0848,A,Plymouth,Sports and travel,12.34,7,4.32,90.7,4/03/2023,11:19:00,Credit card,86.38,4.32,6.7
587-03-7455,C,Glasgow,Fashion accessories,97.79,7,34.23,718.76,16/02/2023,17:30:00,Ewallet,684.53,34.23,4.9
587-73-4862,A,Plymouth,Health and beauty,10.69,5,2.67,56.12,26/03/2023,11:07:00,Ewallet,53.45,2.67,7.6
588-01-7461,C,Glasgow,Food and beverages,33.98,9,15.29,321.11,24/03/2023,10:43:00,Cash,305.82,15.29,4.2
588-47-8641,A,Plymouth,Fashion accessories,56.04,10,28.02,588.42,14/01/2023,19:30:00,Ewallet,560.4,28.02,4.4
589-02-8023,A,Plymouth,Food and beverages,83.77,2,8.38,175.92,15/01/2023,10:54:00,Credit card,167.54,8.38,7
590-83-4591,B,Bristol,Electronic accessories,87.45,6,26.24,550.93,17/02/2023,14:40:00,Credit card,524.7,26.24,8.8
592-34-6155,C,Glasgow,Food and beverages,31.77,4,6.35,133.43,14/01/2023,14:43:00,Ewallet,127.08,6.35,6.2
592-46-1692,C,Glasgow,Food and beverages,36.77,7,12.87,270.26,11/01/2023,20:10:00,Cash,257.39,12.87,7.4
593-08-5916,A,Plymouth,Fashion accessories,15.5,1,0.77,16.27,19/03/2023,15:23:00,Credit card,15.5,0.77,7.4
593-14-4239,B,Bristol,Home and lifestyle,95.46,8,38.18,801.86,5/03/2023,19:40:00,Ewallet,763.68,38.18,4.7
593-65-1552,C,Glasgow,Home and lifestyle,69.81,4,13.96,293.2,28/01/2023,20:50:00,Credit card,279.24,13.96,5.9
593-95-4461,C,Glasgow,Home and lifestyle,74.86,1,3.74,78.6,24/03/2023,14:49:00,Cash,74.86,3.74,6.9
594-34-4444,A,Plymouth,Electronic accessories,97.16,1,4.86,102.02,8/03/2023,20:38:00,Ewallet,97.16,4.86,7.2
595-11-5460,A,Plymouth,Health and beauty,96.58,2,9.66,202.82,15/03/2023,10:12:00,Credit card,193.16,9.66,5.1
595-27-4851,A,Plymouth,Fashion accessories,54.28,7,19,398.96,27/01/2023,18:05:00,Ewallet,379.96,19,9.3
595-86-2894,C,Glasgow,Fashion accessories,96.98,4,19.4,407.32,6/02/2023,17:20:00,Ewallet,387.92,19.4,9.4
595-94-9924,A,Plymouth,Health and beauty,27.73,5,6.93,145.58,26/03/2023,20:21:00,Credit card,138.65,6.93,4.2
596-42-3999,B,Bristol,Food and beverages,18.22,7,6.38,133.92,10/03/2023,14:04:00,Credit card,127.54,6.38,6.6
597-78-7908,C,Glasgow,Fashion accessories,90.22,3,13.53,284.19,18/02/2023,19:39:00,Cash,270.66,13.53,6.2
598-06-7312,B,Bristol,Fashion accessories,91.35,1,4.57,95.92,16/02/2023,15:42:00,Cash,91.35,4.57,6.8
598-47-9715,C,Glasgow,Electronic accessories,84.07,4,16.81,353.09,7/03/2023,16:54:00,Ewallet,336.28,16.81,4.4
600-38-9738,C,Glasgow,Sports and travel,71.92,5,17.98,377.58,17/01/2023,15:05:00,Credit card,359.6,17.98,4.3
602-16-6955,B,Bristol,Sports and travel,76.6,10,38.3,804.3,24/01/2023,18:10:00,Ewallet,766,38.3,6
602-80-9671,C,Glasgow,Home and lifestyle,15.95,6,4.78,100.49,9/02/2023,17:15:00,Credit card,95.7,4.78,5.1
603-07-0961,C,Glasgow,Electronic accessories,74.79,5,18.7,392.65,10/01/2023,11:34:00,Cash,373.95,18.7,4.9
604-70-6476,A,Plymouth,Fashion accessories,17.94,5,4.49,94.18,23/01/2023,14:04:00,Ewallet,89.7,4.49,6.8
605-03-2706,A,Plymouth,Health and beauty,15.8,3,2.37,49.77,25/03/2023,18:02:00,Cash,47.4,2.37,9.5
605-72-4132,C,Glasgow,Food and beverages,94.47,8,37.79,793.55,27/02/2023,15:12:00,Cash,755.76,37.79,9.1
605-83-1050,B,Bristol,Fashion accessories,27.18,2,2.72,57.08,15/03/2023,16:26:00,Ewallet,54.36,2.72,4.3
606-80-4905,C,Glasgow,Sports and travel,19.15,6,5.74,120.64,29/01/2023,10:01:00,Credit card,114.9,5.74,6.8
607-65-2441,C,Glasgow,Health and beauty,81.95,10,40.97,860.47,10/03/2023,12:39:00,Credit card,819.5,40.97,6
607-76-6216,C,Glasgow,Fashion accessories,92.49,5,23.12,485.57,2/03/2023,16:35:00,Credit card,462.45,23.12,8.6
